pokemon_stat_delta_key,pokemon_key,pokemon_id,hp_delta,attack_delta,defense_delta,sp_attack_delta,sp_defense_delta,speed_delta,stat_total_delta,canonical_dataset_version,champions_dataset_version,source_name,source_url,extracted_at_utc,dataset_version
lopunny-mega-delta,lopunny-mega,428,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
beedrill-mega-delta,beedrill-mega,15,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
raichu-alola-delta,raichu-alola,26,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
ninetales-alola-delta,ninetales-alola,38,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
lycanroc-midnight-delta,lycanroc-midnight,745,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
lycanroc-dusk-delta,lycanroc-dusk,745,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
slowbro-galar-delta,slowbro-galar,80,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
slowking-galar-delta,slowking-galar,199,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
stunfisk-galar-delta,stunfisk-galar,618,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
arcanine-hisui-delta,arcanine-hisui,59,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
typhlosion-hisui-delta,typhlosion-hisui,157,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
samurott-hisui-delta,samurott-hisui,503,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
zoroark-hisui-delta,zoroark-hisui,571,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
goodra-hisui-delta,goodra-hisui,706,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
avalugg-hisui-delta,avalugg-hisui,713,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
decidueye-hisui-delta,decidueye-hisui,724,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
basculegion-female-delta,basculegion-female,902,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
tauros-paldea-combat-breed-delta,tauros-paldea-combat-breed,128,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
tauros-paldea-blaze-breed-delta,tauros-paldea-blaze-breed,128,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
tauros-paldea-aqua-breed-delta,tauros-paldea-aqua-breed,128,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
palafin-hero-delta,palafin-hero,964,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
maushold-family-of-three-delta,maushold-family-of-three,925,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
clefable-mega-delta,clefable-mega,36,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
victreebel-mega-delta,victreebel-mega,71,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
starmie-mega-delta,starmie-mega,121,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
dragonite-mega-delta,dragonite-mega,149,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
meganium-mega-delta,meganium-mega,154,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
feraligatr-mega-delta,feraligatr-mega,160,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
skarmory-mega-delta,skarmory-mega,227,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
froslass-mega-delta,froslass-mega,478,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
emboar-mega-delta,emboar-mega,500,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
excadrill-mega-delta,excadrill-mega,530,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
scolipede-mega-delta,scolipede-mega,545,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
scrafty-mega-delta,scrafty-mega,560,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
eelektross-mega-delta,eelektross-mega,604,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
chandelure-mega-delta,chandelure-mega,609,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
chesnaught-mega-delta,chesnaught-mega,652,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
delphox-mega-delta,delphox-mega,655,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
greninja-mega-delta,greninja-mega,658,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
pyroar-mega-delta,pyroar-mega,668,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
floette-mega-delta,floette-mega,670,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
malamar-mega-delta,malamar-mega,687,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
barbaracle-mega-delta,barbaracle-mega,689,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
dragalge-mega-delta,dragalge-mega,691,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
hawlucha-mega-delta,hawlucha-mega,701,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
drampa-mega-delta,drampa-mega,780,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
falinks-mega-delta,falinks-mega,870,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
raichu-mega-x-delta,raichu-mega-x,26,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
raichu-mega-y-delta,raichu-mega-y,26,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
chimecho-mega-delta,chimecho-mega,358,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
staraptor-mega-delta,staraptor-mega,398,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
golurk-mega-delta,golurk-mega,623,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
crabominable-mega-delta,crabominable-mega,740,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
scovillain-mega-delta,scovillain-mega,952,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
glimmora-mega-delta,glimmora-mega,970,0,0,0,0,0,0,0,0.2.0,0.2.0,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-08-03 08:26:02.91765+00,0.2.0
