pokemon_key,pokemon_id,pokemon_name,form_name,type_1,type_2,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
pumpkaboo-average,710,pumpkaboo,pumpkaboo-average,ghost,grass,PokéAPI,https://pokeapi.co/api/v2/pokemon/pumpkaboo-average,710,2026-08-03 08:26:36.523413+00,0.2.0
gourgeist-average,711,gourgeist,gourgeist-average,ghost,grass,PokéAPI,https://pokeapi.co/api/v2/pokemon/gourgeist-average,711,2026-08-03 08:26:36.523413+00,0.2.0
bergmite,712,bergmite,bergmite,ice,,PokéAPI,https://pokeapi.co/api/v2/pokemon/bergmite,712,2026-08-03 08:26:36.523413+00,0.2.0
avalugg,713,avalugg,avalugg,ice,,PokéAPI,https://pokeapi.co/api/v2/pokemon/avalugg,713,2026-08-03 08:26:36.523413+00,0.2.0
noibat,714,noibat,noibat,flying,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/noibat,714,2026-08-03 08:26:36.523413+00,0.2.0
noivern,715,noivern,noivern,flying,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/noivern,715,2026-08-03 08:26:36.523413+00,0.2.0
xerneas,716,xerneas,xerneas,fairy,,PokéAPI,https://pokeapi.co/api/v2/pokemon/xerneas,716,2026-08-03 08:26:36.523413+00,0.2.0
yveltal,717,yveltal,yveltal,dark,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/yveltal,717,2026-08-03 08:26:36.523413+00,0.2.0
zygarde-50,718,zygarde,zygarde-50,dragon,ground,PokéAPI,https://pokeapi.co/api/v2/pokemon/zygarde-50,718,2026-08-03 08:26:36.523413+00,0.2.0
diancie,719,diancie,diancie,rock,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/diancie,719,2026-08-03 08:26:36.523413+00,0.2.0
hoopa,720,hoopa,hoopa,psychic,ghost,PokéAPI,https://pokeapi.co/api/v2/pokemon/hoopa,720,2026-08-03 08:26:36.523413+00,0.2.0
volcanion,721,volcanion,volcanion,fire,water,PokéAPI,https://pokeapi.co/api/v2/pokemon/volcanion,721,2026-08-03 08:26:36.523413+00,0.2.0
rowlet,722,rowlet,rowlet,grass,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/rowlet,722,2026-08-03 08:26:36.523413+00,0.2.0
dartrix,723,dartrix,dartrix,grass,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/dartrix,723,2026-08-03 08:26:36.523413+00,0.2.0
decidueye,724,decidueye,decidueye,grass,ghost,PokéAPI,https://pokeapi.co/api/v2/pokemon/decidueye,724,2026-08-03 08:26:36.523413+00,0.2.0
litten,725,litten,litten,fire,,PokéAPI,https://pokeapi.co/api/v2/pokemon/litten,725,2026-08-03 08:26:36.523413+00,0.2.0
torracat,726,torracat,torracat,fire,,PokéAPI,https://pokeapi.co/api/v2/pokemon/torracat,726,2026-08-03 08:26:36.523413+00,0.2.0
incineroar,727,incineroar,incineroar,fire,dark,PokéAPI,https://pokeapi.co/api/v2/pokemon/incineroar,727,2026-08-03 08:26:36.523413+00,0.2.0
popplio,728,popplio,popplio,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/popplio,728,2026-08-03 08:26:36.523413+00,0.2.0
brionne,729,brionne,brionne,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/brionne,729,2026-08-03 08:26:36.523413+00,0.2.0
primarina,730,primarina,primarina,water,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/primarina,730,2026-08-03 08:26:36.523413+00,0.2.0
pikipek,731,pikipek,pikipek,normal,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikipek,731,2026-08-03 08:26:36.523413+00,0.2.0
trumbeak,732,trumbeak,trumbeak,normal,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/trumbeak,732,2026-08-03 08:26:36.523413+00,0.2.0
toucannon,733,toucannon,toucannon,normal,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/toucannon,733,2026-08-03 08:26:36.523413+00,0.2.0
yungoos,734,yungoos,yungoos,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/yungoos,734,2026-08-03 08:26:36.523413+00,0.2.0
gumshoos,735,gumshoos,gumshoos,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/gumshoos,735,2026-08-03 08:26:36.523413+00,0.2.0
grubbin,736,grubbin,grubbin,bug,,PokéAPI,https://pokeapi.co/api/v2/pokemon/grubbin,736,2026-08-03 08:26:36.523413+00,0.2.0
charjabug,737,charjabug,charjabug,bug,electric,PokéAPI,https://pokeapi.co/api/v2/pokemon/charjabug,737,2026-08-03 08:26:36.523413+00,0.2.0
vikavolt,738,vikavolt,vikavolt,bug,electric,PokéAPI,https://pokeapi.co/api/v2/pokemon/vikavolt,738,2026-08-03 08:26:36.523413+00,0.2.0
crabrawler,739,crabrawler,crabrawler,fighting,,PokéAPI,https://pokeapi.co/api/v2/pokemon/crabrawler,739,2026-08-03 08:26:36.523413+00,0.2.0
crabominable,740,crabominable,crabominable,fighting,ice,PokéAPI,https://pokeapi.co/api/v2/pokemon/crabominable,740,2026-08-03 08:26:36.523413+00,0.2.0
oricorio-baile,741,oricorio,oricorio-baile,fire,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/oricorio-baile,741,2026-08-03 08:26:36.523413+00,0.2.0
cutiefly,742,cutiefly,cutiefly,bug,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/cutiefly,742,2026-08-03 08:26:36.523413+00,0.2.0
ribombee,743,ribombee,ribombee,bug,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/ribombee,743,2026-08-03 08:26:36.523413+00,0.2.0
rockruff,744,rockruff,rockruff,rock,,PokéAPI,https://pokeapi.co/api/v2/pokemon/rockruff,744,2026-08-03 08:26:36.523413+00,0.2.0
lycanroc-midday,745,lycanroc,lycanroc-midday,rock,,PokéAPI,https://pokeapi.co/api/v2/pokemon/lycanroc-midday,745,2026-08-03 08:26:36.523413+00,0.2.0
wishiwashi-solo,746,wishiwashi,wishiwashi-solo,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/wishiwashi-solo,746,2026-08-03 08:26:36.523413+00,0.2.0
mareanie,747,mareanie,mareanie,poison,water,PokéAPI,https://pokeapi.co/api/v2/pokemon/mareanie,747,2026-08-03 08:26:36.523413+00,0.2.0
toxapex,748,toxapex,toxapex,poison,water,PokéAPI,https://pokeapi.co/api/v2/pokemon/toxapex,748,2026-08-03 08:26:36.523413+00,0.2.0
mudbray,749,mudbray,mudbray,ground,,PokéAPI,https://pokeapi.co/api/v2/pokemon/mudbray,749,2026-08-03 08:26:36.523413+00,0.2.0
mudsdale,750,mudsdale,mudsdale,ground,,PokéAPI,https://pokeapi.co/api/v2/pokemon/mudsdale,750,2026-08-03 08:26:36.523413+00,0.2.0
dewpider,751,dewpider,dewpider,water,bug,PokéAPI,https://pokeapi.co/api/v2/pokemon/dewpider,751,2026-08-03 08:26:36.523413+00,0.2.0
araquanid,752,araquanid,araquanid,water,bug,PokéAPI,https://pokeapi.co/api/v2/pokemon/araquanid,752,2026-08-03 08:26:36.523413+00,0.2.0
fomantis,753,fomantis,fomantis,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/fomantis,753,2026-08-03 08:26:36.523413+00,0.2.0
lurantis,754,lurantis,lurantis,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/lurantis,754,2026-08-03 08:26:36.523413+00,0.2.0
morelull,755,morelull,morelull,grass,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/morelull,755,2026-08-03 08:26:36.523413+00,0.2.0
shiinotic,756,shiinotic,shiinotic,grass,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/shiinotic,756,2026-08-03 08:26:36.523413+00,0.2.0
salandit,757,salandit,salandit,poison,fire,PokéAPI,https://pokeapi.co/api/v2/pokemon/salandit,757,2026-08-03 08:26:36.523413+00,0.2.0
salazzle,758,salazzle,salazzle,poison,fire,PokéAPI,https://pokeapi.co/api/v2/pokemon/salazzle,758,2026-08-03 08:26:36.523413+00,0.2.0
stufful,759,stufful,stufful,normal,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/stufful,759,2026-08-03 08:26:36.523413+00,0.2.0
bewear,760,bewear,bewear,normal,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/bewear,760,2026-08-03 08:26:36.523413+00,0.2.0
bounsweet,761,bounsweet,bounsweet,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/bounsweet,761,2026-08-03 08:26:36.523413+00,0.2.0
steenee,762,steenee,steenee,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/steenee,762,2026-08-03 08:26:36.523413+00,0.2.0
tsareena,763,tsareena,tsareena,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/tsareena,763,2026-08-03 08:26:36.523413+00,0.2.0
comfey,764,comfey,comfey,fairy,,PokéAPI,https://pokeapi.co/api/v2/pokemon/comfey,764,2026-08-03 08:26:36.523413+00,0.2.0
oranguru,765,oranguru,oranguru,normal,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/oranguru,765,2026-08-03 08:26:36.523413+00,0.2.0
passimian,766,passimian,passimian,fighting,,PokéAPI,https://pokeapi.co/api/v2/pokemon/passimian,766,2026-08-03 08:26:36.523413+00,0.2.0
wimpod,767,wimpod,wimpod,bug,water,PokéAPI,https://pokeapi.co/api/v2/pokemon/wimpod,767,2026-08-03 08:26:36.523413+00,0.2.0
golisopod,768,golisopod,golisopod,bug,water,PokéAPI,https://pokeapi.co/api/v2/pokemon/golisopod,768,2026-08-03 08:26:36.523413+00,0.2.0
sandygast,769,sandygast,sandygast,ghost,ground,PokéAPI,https://pokeapi.co/api/v2/pokemon/sandygast,769,2026-08-03 08:26:36.523413+00,0.2.0
palossand,770,palossand,palossand,ghost,ground,PokéAPI,https://pokeapi.co/api/v2/pokemon/palossand,770,2026-08-03 08:26:36.523413+00,0.2.0
pyukumuku,771,pyukumuku,pyukumuku,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/pyukumuku,771,2026-08-03 08:26:36.523413+00,0.2.0
type-null,772,type-null,type-null,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/type-null,772,2026-08-03 08:26:36.523413+00,0.2.0
silvally,773,silvally,silvally,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/silvally,773,2026-08-03 08:26:36.523413+00,0.2.0
minior-red-meteor,774,minior,minior-red-meteor,rock,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-red-meteor,774,2026-08-03 08:26:36.523413+00,0.2.0
komala,775,komala,komala,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/komala,775,2026-08-03 08:26:36.523413+00,0.2.0
turtonator,776,turtonator,turtonator,fire,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/turtonator,776,2026-08-03 08:26:36.523413+00,0.2.0
togedemaru,777,togedemaru,togedemaru,electric,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/togedemaru,777,2026-08-03 08:26:36.523413+00,0.2.0
mimikyu-disguised,778,mimikyu,mimikyu-disguised,ghost,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/mimikyu-disguised,778,2026-08-03 08:26:36.523413+00,0.2.0
bruxish,779,bruxish,bruxish,water,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/bruxish,779,2026-08-03 08:26:36.523413+00,0.2.0
drampa,780,drampa,drampa,normal,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/drampa,780,2026-08-03 08:26:36.523413+00,0.2.0
dhelmise,781,dhelmise,dhelmise,ghost,grass,PokéAPI,https://pokeapi.co/api/v2/pokemon/dhelmise,781,2026-08-03 08:26:36.523413+00,0.2.0
jangmo-o,782,jangmo-o,jangmo-o,dragon,,PokéAPI,https://pokeapi.co/api/v2/pokemon/jangmo-o,782,2026-08-03 08:26:36.523413+00,0.2.0
hakamo-o,783,hakamo-o,hakamo-o,dragon,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/hakamo-o,783,2026-08-03 08:26:36.523413+00,0.2.0
kommo-o,784,kommo-o,kommo-o,dragon,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/kommo-o,784,2026-08-03 08:26:36.523413+00,0.2.0
tapu-koko,785,tapu-koko,tapu-koko,electric,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-koko,785,2026-08-03 08:26:36.523413+00,0.2.0
tapu-lele,786,tapu-lele,tapu-lele,psychic,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-lele,786,2026-08-03 08:26:36.523413+00,0.2.0
tapu-bulu,787,tapu-bulu,tapu-bulu,grass,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-bulu,787,2026-08-03 08:26:36.523413+00,0.2.0
tapu-fini,788,tapu-fini,tapu-fini,water,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-fini,788,2026-08-03 08:26:36.523413+00,0.2.0
cosmog,789,cosmog,cosmog,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/cosmog,789,2026-08-03 08:26:36.523413+00,0.2.0
cosmoem,790,cosmoem,cosmoem,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/cosmoem,790,2026-08-03 08:26:36.523413+00,0.2.0
solgaleo,791,solgaleo,solgaleo,psychic,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/solgaleo,791,2026-08-03 08:26:36.523413+00,0.2.0
lunala,792,lunala,lunala,psychic,ghost,PokéAPI,https://pokeapi.co/api/v2/pokemon/lunala,792,2026-08-03 08:26:36.523413+00,0.2.0
nihilego,793,nihilego,nihilego,rock,poison,PokéAPI,https://pokeapi.co/api/v2/pokemon/nihilego,793,2026-08-03 08:26:36.523413+00,0.2.0
buzzwole,794,buzzwole,buzzwole,bug,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/buzzwole,794,2026-08-03 08:26:36.523413+00,0.2.0
pheromosa,795,pheromosa,pheromosa,bug,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/pheromosa,795,2026-08-03 08:26:36.523413+00,0.2.0
xurkitree,796,xurkitree,xurkitree,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/xurkitree,796,2026-08-03 08:26:36.523413+00,0.2.0
celesteela,797,celesteela,celesteela,steel,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/celesteela,797,2026-08-03 08:26:36.523413+00,0.2.0
kartana,798,kartana,kartana,grass,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/kartana,798,2026-08-03 08:26:36.523413+00,0.2.0
guzzlord,799,guzzlord,guzzlord,dark,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/guzzlord,799,2026-08-03 08:26:36.523413+00,0.2.0
necrozma,800,necrozma,necrozma,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/necrozma,800,2026-08-03 08:26:36.523413+00,0.2.0
magearna,801,magearna,magearna,steel,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/magearna,801,2026-08-03 08:26:36.523413+00,0.2.0
marshadow,802,marshadow,marshadow,fighting,ghost,PokéAPI,https://pokeapi.co/api/v2/pokemon/marshadow,802,2026-08-03 08:26:36.523413+00,0.2.0
poipole,803,poipole,poipole,poison,,PokéAPI,https://pokeapi.co/api/v2/pokemon/poipole,803,2026-08-03 08:26:36.523413+00,0.2.0
naganadel,804,naganadel,naganadel,poison,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/naganadel,804,2026-08-03 08:26:36.523413+00,0.2.0
stakataka,805,stakataka,stakataka,rock,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/stakataka,805,2026-08-03 08:26:36.523413+00,0.2.0
blacephalon,806,blacephalon,blacephalon,fire,ghost,PokéAPI,https://pokeapi.co/api/v2/pokemon/blacephalon,806,2026-08-03 08:26:36.523413+00,0.2.0
zeraora,807,zeraora,zeraora,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/zeraora,807,2026-08-03 08:26:36.523413+00,0.2.0
meltan,808,meltan,meltan,steel,,PokéAPI,https://pokeapi.co/api/v2/pokemon/meltan,808,2026-08-03 08:26:36.523413+00,0.2.0
melmetal,809,melmetal,melmetal,steel,,PokéAPI,https://pokeapi.co/api/v2/pokemon/melmetal,809,2026-08-03 08:26:36.523413+00,0.2.0
grookey,810,grookey,grookey,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/grookey,810,2026-08-03 08:26:36.523413+00,0.2.0
thwackey,811,thwackey,thwackey,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/thwackey,811,2026-08-03 08:26:36.523413+00,0.2.0
rillaboom,812,rillaboom,rillaboom,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/rillaboom,812,2026-08-03 08:26:36.523413+00,0.2.0
scorbunny,813,scorbunny,scorbunny,fire,,PokéAPI,https://pokeapi.co/api/v2/pokemon/scorbunny,813,2026-08-03 08:26:36.523413+00,0.2.0
raboot,814,raboot,raboot,fire,,PokéAPI,https://pokeapi.co/api/v2/pokemon/raboot,814,2026-08-03 08:26:36.523413+00,0.2.0
cinderace,815,cinderace,cinderace,fire,,PokéAPI,https://pokeapi.co/api/v2/pokemon/cinderace,815,2026-08-03 08:26:36.523413+00,0.2.0
sobble,816,sobble,sobble,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/sobble,816,2026-08-03 08:26:36.523413+00,0.2.0
drizzile,817,drizzile,drizzile,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/drizzile,817,2026-08-03 08:26:36.523413+00,0.2.0
inteleon,818,inteleon,inteleon,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/inteleon,818,2026-08-03 08:26:36.523413+00,0.2.0
skwovet,819,skwovet,skwovet,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/skwovet,819,2026-08-03 08:26:36.523413+00,0.2.0
greedent,820,greedent,greedent,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/greedent,820,2026-08-03 08:26:36.523413+00,0.2.0
rookidee,821,rookidee,rookidee,flying,,PokéAPI,https://pokeapi.co/api/v2/pokemon/rookidee,821,2026-08-03 08:26:36.523413+00,0.2.0
corvisquire,822,corvisquire,corvisquire,flying,,PokéAPI,https://pokeapi.co/api/v2/pokemon/corvisquire,822,2026-08-03 08:26:36.523413+00,0.2.0
corviknight,823,corviknight,corviknight,flying,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/corviknight,823,2026-08-03 08:26:36.523413+00,0.2.0
blipbug,824,blipbug,blipbug,bug,,PokéAPI,https://pokeapi.co/api/v2/pokemon/blipbug,824,2026-08-03 08:26:36.523413+00,0.2.0
dottler,825,dottler,dottler,bug,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/dottler,825,2026-08-03 08:26:36.523413+00,0.2.0
orbeetle,826,orbeetle,orbeetle,bug,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/orbeetle,826,2026-08-03 08:26:36.523413+00,0.2.0
nickit,827,nickit,nickit,dark,,PokéAPI,https://pokeapi.co/api/v2/pokemon/nickit,827,2026-08-03 08:26:36.523413+00,0.2.0
thievul,828,thievul,thievul,dark,,PokéAPI,https://pokeapi.co/api/v2/pokemon/thievul,828,2026-08-03 08:26:36.523413+00,0.2.0
gossifleur,829,gossifleur,gossifleur,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/gossifleur,829,2026-08-03 08:26:36.523413+00,0.2.0
eldegoss,830,eldegoss,eldegoss,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/eldegoss,830,2026-08-03 08:26:36.523413+00,0.2.0
wooloo,831,wooloo,wooloo,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/wooloo,831,2026-08-03 08:26:36.523413+00,0.2.0
dubwool,832,dubwool,dubwool,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/dubwool,832,2026-08-03 08:26:36.523413+00,0.2.0
chewtle,833,chewtle,chewtle,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/chewtle,833,2026-08-03 08:26:36.523413+00,0.2.0
drednaw,834,drednaw,drednaw,water,rock,PokéAPI,https://pokeapi.co/api/v2/pokemon/drednaw,834,2026-08-03 08:26:36.523413+00,0.2.0
yamper,835,yamper,yamper,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/yamper,835,2026-08-03 08:26:36.523413+00,0.2.0
boltund,836,boltund,boltund,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/boltund,836,2026-08-03 08:26:36.523413+00,0.2.0
rolycoly,837,rolycoly,rolycoly,rock,,PokéAPI,https://pokeapi.co/api/v2/pokemon/rolycoly,837,2026-08-03 08:26:36.523413+00,0.2.0
carkol,838,carkol,carkol,rock,fire,PokéAPI,https://pokeapi.co/api/v2/pokemon/carkol,838,2026-08-03 08:26:36.523413+00,0.2.0
coalossal,839,coalossal,coalossal,rock,fire,PokéAPI,https://pokeapi.co/api/v2/pokemon/coalossal,839,2026-08-03 08:26:36.523413+00,0.2.0
applin,840,applin,applin,grass,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/applin,840,2026-08-03 08:26:36.523413+00,0.2.0
flapple,841,flapple,flapple,grass,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/flapple,841,2026-08-03 08:26:36.523413+00,0.2.0
appletun,842,appletun,appletun,grass,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/appletun,842,2026-08-03 08:26:36.523413+00,0.2.0
silicobra,843,silicobra,silicobra,ground,,PokéAPI,https://pokeapi.co/api/v2/pokemon/silicobra,843,2026-08-03 08:26:36.523413+00,0.2.0
sandaconda,844,sandaconda,sandaconda,ground,,PokéAPI,https://pokeapi.co/api/v2/pokemon/sandaconda,844,2026-08-03 08:26:36.523413+00,0.2.0
cramorant,845,cramorant,cramorant,flying,water,PokéAPI,https://pokeapi.co/api/v2/pokemon/cramorant,845,2026-08-03 08:26:36.523413+00,0.2.0
arrokuda,846,arrokuda,arrokuda,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/arrokuda,846,2026-08-03 08:26:36.523413+00,0.2.0
barraskewda,847,barraskewda,barraskewda,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/barraskewda,847,2026-08-03 08:26:36.523413+00,0.2.0
toxel,848,toxel,toxel,electric,poison,PokéAPI,https://pokeapi.co/api/v2/pokemon/toxel,848,2026-08-03 08:26:36.523413+00,0.2.0
toxtricity-amped,849,toxtricity,toxtricity-amped,electric,poison,PokéAPI,https://pokeapi.co/api/v2/pokemon/toxtricity-amped,849,2026-08-03 08:26:36.523413+00,0.2.0
sizzlipede,850,sizzlipede,sizzlipede,fire,bug,PokéAPI,https://pokeapi.co/api/v2/pokemon/sizzlipede,850,2026-08-03 08:26:36.523413+00,0.2.0
centiskorch,851,centiskorch,centiskorch,fire,bug,PokéAPI,https://pokeapi.co/api/v2/pokemon/centiskorch,851,2026-08-03 08:26:36.523413+00,0.2.0
clobbopus,852,clobbopus,clobbopus,fighting,,PokéAPI,https://pokeapi.co/api/v2/pokemon/clobbopus,852,2026-08-03 08:26:36.523413+00,0.2.0
grapploct,853,grapploct,grapploct,fighting,,PokéAPI,https://pokeapi.co/api/v2/pokemon/grapploct,853,2026-08-03 08:26:36.523413+00,0.2.0
sinistea,854,sinistea,sinistea,ghost,,PokéAPI,https://pokeapi.co/api/v2/pokemon/sinistea,854,2026-08-03 08:26:36.523413+00,0.2.0
polteageist,855,polteageist,polteageist,ghost,,PokéAPI,https://pokeapi.co/api/v2/pokemon/polteageist,855,2026-08-03 08:26:36.523413+00,0.2.0
hatenna,856,hatenna,hatenna,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/hatenna,856,2026-08-03 08:26:36.523413+00,0.2.0
hattrem,857,hattrem,hattrem,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/hattrem,857,2026-08-03 08:26:36.523413+00,0.2.0
hatterene,858,hatterene,hatterene,psychic,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/hatterene,858,2026-08-03 08:26:36.523413+00,0.2.0
impidimp,859,impidimp,impidimp,dark,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/impidimp,859,2026-08-03 08:26:36.523413+00,0.2.0
morgrem,860,morgrem,morgrem,dark,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/morgrem,860,2026-08-03 08:26:36.523413+00,0.2.0
grimmsnarl,861,grimmsnarl,grimmsnarl,dark,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/grimmsnarl,861,2026-08-03 08:26:36.523413+00,0.2.0
obstagoon,862,obstagoon,obstagoon,dark,normal,PokéAPI,https://pokeapi.co/api/v2/pokemon/obstagoon,862,2026-08-03 08:26:36.523413+00,0.2.0
perrserker,863,perrserker,perrserker,steel,,PokéAPI,https://pokeapi.co/api/v2/pokemon/perrserker,863,2026-08-03 08:26:36.523413+00,0.2.0
cursola,864,cursola,cursola,ghost,,PokéAPI,https://pokeapi.co/api/v2/pokemon/cursola,864,2026-08-03 08:26:36.523413+00,0.2.0
sirfetchd,865,sirfetchd,sirfetchd,fighting,,PokéAPI,https://pokeapi.co/api/v2/pokemon/sirfetchd,865,2026-08-03 08:26:36.523413+00,0.2.0
mr-rime,866,mr-rime,mr-rime,ice,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/mr-rime,866,2026-08-03 08:26:36.523413+00,0.2.0
runerigus,867,runerigus,runerigus,ground,ghost,PokéAPI,https://pokeapi.co/api/v2/pokemon/runerigus,867,2026-08-03 08:26:36.523413+00,0.2.0
milcery,868,milcery,milcery,fairy,,PokéAPI,https://pokeapi.co/api/v2/pokemon/milcery,868,2026-08-03 08:26:36.523413+00,0.2.0
alcremie,869,alcremie,alcremie,fairy,,PokéAPI,https://pokeapi.co/api/v2/pokemon/alcremie,869,2026-08-03 08:26:36.523413+00,0.2.0
falinks,870,falinks,falinks,fighting,,PokéAPI,https://pokeapi.co/api/v2/pokemon/falinks,870,2026-08-03 08:26:36.523413+00,0.2.0
pincurchin,871,pincurchin,pincurchin,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/pincurchin,871,2026-08-03 08:26:36.523413+00,0.2.0
snom,872,snom,snom,ice,bug,PokéAPI,https://pokeapi.co/api/v2/pokemon/snom,872,2026-08-03 08:26:36.523413+00,0.2.0
frosmoth,873,frosmoth,frosmoth,ice,bug,PokéAPI,https://pokeapi.co/api/v2/pokemon/frosmoth,873,2026-08-03 08:26:36.523413+00,0.2.0
stonjourner,874,stonjourner,stonjourner,rock,,PokéAPI,https://pokeapi.co/api/v2/pokemon/stonjourner,874,2026-08-03 08:26:36.523413+00,0.2.0
eiscue-ice,875,eiscue,eiscue-ice,ice,,PokéAPI,https://pokeapi.co/api/v2/pokemon/eiscue-ice,875,2026-08-03 08:26:36.523413+00,0.2.0
indeedee-male,876,indeedee,indeedee-male,psychic,normal,PokéAPI,https://pokeapi.co/api/v2/pokemon/indeedee-male,876,2026-08-03 08:26:36.523413+00,0.2.0
morpeko-full-belly,877,morpeko,morpeko-full-belly,electric,dark,PokéAPI,https://pokeapi.co/api/v2/pokemon/morpeko-full-belly,877,2026-08-03 08:26:36.523413+00,0.2.0
cufant,878,cufant,cufant,steel,,PokéAPI,https://pokeapi.co/api/v2/pokemon/cufant,878,2026-08-03 08:26:36.523413+00,0.2.0
copperajah,879,copperajah,copperajah,steel,,PokéAPI,https://pokeapi.co/api/v2/pokemon/copperajah,879,2026-08-03 08:26:36.523413+00,0.2.0
dracozolt,880,dracozolt,dracozolt,electric,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/dracozolt,880,2026-08-03 08:26:36.523413+00,0.2.0
