team_list_member_id,team_list_id,pokemon_key,pokemon_id,slot_number,item_name,ability,nature,moves,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
6493:3,6493,kingambit,983,3,Chople Berry,Defiant,Adamant,Protect|Kowtow Cleave|Sucker Punch|Iron Head,Limitless VGC,https://limitlessvgc.com/teams/6493,434:6493:1287:3,2026-08-03 08:41:23.658111+00,0.2.0
6493:4,6493,basculegion-male,902,4,Mystic Water,Adaptability,Adamant,Protect|Last Respects|Aqua Jet|Wave Crash,Limitless VGC,https://limitlessvgc.com/teams/6493,434:6493:1287:4,2026-08-03 08:41:23.658111+00,0.2.0
6494:1,6494,kingambit,983,1,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6494,434:6494:703:1,2026-08-03 08:41:23.658111+00,0.2.0
6495:1,6495,sneasler,903,1,White Herb,Unburden,Adamant,Fake Out|Protect|Dire Claw|Close Combat,Limitless VGC,https://limitlessvgc.com/teams/6495,434:6495:4886:1,2026-08-03 08:41:23.658111+00,0.2.0
6496:1,6496,pelipper,279,1,Sitrus Berry,Drizzle,Modest,Hurricane|Weather Ball|Tailwind|Wide Guard,Limitless VGC,https://limitlessvgc.com/teams/6496,434:6496:1164:1,2026-08-03 08:41:23.658111+00,0.2.0
6497:3,6497,aegislash-shield,681,3,Focus Sash,Stance Change,Adamant,Wide Guard|Close Combat|Poltergeist|Shadow Sneak,Limitless VGC,https://limitlessvgc.com/teams/6497,434:6497:4887:3,2026-08-03 08:41:23.658111+00,0.2.0
6497:4,6497,volcarona,637,4,Leftovers,Flame Body,Bold,Protect|Heat Wave|Rage Powder|Tailwind,Limitless VGC,https://limitlessvgc.com/teams/6497,434:6497:4887:4,2026-08-03 08:41:23.658111+00,0.2.0
6497:6,6497,incineroar,727,6,Sitrus Berry,Intimidate,Impish,Fake Out|Parting Shot|Flare Blitz|Throat Chop,Limitless VGC,https://limitlessvgc.com/teams/6497,434:6497:4887:6,2026-08-03 08:41:23.658111+00,0.2.0
6498:1,6498,kingambit,983,1,Shuca Berry,Defiant,Adamant,Protect|Kowtow Cleave|Iron Head|Sucker Punch,Limitless VGC,https://limitlessvgc.com/teams/6498,434:6498:4473:1,2026-08-03 08:41:23.658111+00,0.2.0
6501:5,6501,dragonite-mega,149,5,Dragoninite,Multiscale,Modest,Dragon Pulse|Hurricane|Thunderbolt|Protect,Limitless VGC,https://limitlessvgc.com/teams/6501,434:6501:4888:5,2026-08-03 08:41:23.658111+00,0.2.0
6503:4,6503,tyranitar-mega,248,4,Tyranitarite,Sand Stream,Adamant,Rock Slide|Knock Off|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6503,434:6503:4752:4,2026-08-03 08:41:23.658111+00,0.2.0
6507:1,6507,charizard-mega-y,6,1,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6507,434:6507:1393:1,2026-08-03 08:41:23.658111+00,0.2.0
6508:2,6508,floette-mega,670,2,Floettite,Flower Veil,Modest,Protect|Moonblast|Calm Mind|Draining Kiss,Limitless VGC,https://limitlessvgc.com/teams/6508,434:6508:1234:2,2026-08-03 08:41:23.658111+00,0.2.0
6510:6,6510,charizard-mega-y,6,6,Charizardite Y,Blaze,Modest,Heat Wave|Solar Beam|Weather Ball|Protect,Limitless VGC,https://limitlessvgc.com/teams/6510,434:6510:3996:6,2026-08-03 08:41:23.658111+00,0.2.0
6512:1,6512,charizard-mega-y,6,1,Charizardite Y,Solar Power,Modest,Heat Wave|Protect|Solar Beam|Weather Ball,Limitless VGC,https://limitlessvgc.com/teams/6512,434:6512:3928:1,2026-08-03 08:41:23.658111+00,0.2.0
6516:5,6516,tyranitar-mega,248,5,Tyranitarite,Sand Stream,Adamant,Rock Slide|Knock Off|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6516,434:6516:4891:5,2026-08-03 08:41:23.658111+00,0.2.0
6517:2,6517,floette-mega,670,2,Floettite,Flower Veil,Timid,Moonblast|Dazzling Gleam|Light of Ruin|Protect,Limitless VGC,https://limitlessvgc.com/teams/6517,434:6517:4892:2,2026-08-03 08:41:23.658111+00,0.2.0
6522:5,6522,charizard-mega-y,6,5,Charizardite Y,Solar Power,Timid,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6522,434:6522:4080:5,2026-08-03 08:41:23.658111+00,0.2.0
6525:4,6525,charizard-mega-y,6,4,Charizardite Y,Blaze,Modest,Heat Wave|Solar Beam|Weather Ball|Protect,Limitless VGC,https://limitlessvgc.com/teams/6525,434:6525:1786:4,2026-08-03 08:41:23.658111+00,0.2.0
6528:5,6528,gengar-mega,94,5,Gengarite,Cursed Body,Modest,Perish Song|Shadow Ball|Sludge Bomb|Protect,Limitless VGC,https://limitlessvgc.com/teams/6528,434:6528:1977:5,2026-08-03 08:41:23.658111+00,0.2.0
6529:3,6529,aerodactyl-mega,142,3,Aerodactylite,Unnerve,Jolly,Protect|Rock Slide|Dual Wingbeat|Tailwind,Limitless VGC,https://limitlessvgc.com/teams/6529,434:6529:154:3,2026-08-03 08:41:23.658111+00,0.2.0
6529:6,6529,scovillain-mega,952,6,Scovillainite,Moody,Calm,Protect|Leech Seed|Rage Powder|Overheat,Limitless VGC,https://limitlessvgc.com/teams/6529,434:6529:154:6,2026-08-03 08:41:23.658111+00,0.2.0
6530:1,6530,venusaur-mega,3,1,Venusaurite,Chlorophyll,Modest,Protect|Giga Drain|Earth Power|Sludge Bomb,Limitless VGC,https://limitlessvgc.com/teams/6530,434:6530:3273:1,2026-08-03 08:41:23.658111+00,0.2.0
6535:5,6535,charizard-mega-y,6,5,Charizardite Y,Blaze,Modest,Protect|Heat Wave|Weather Ball|Solar Beam,Limitless VGC,https://limitlessvgc.com/teams/6535,434:6535:2200:5,2026-08-03 08:41:23.658111+00,0.2.0
6542:3,6542,floette-mega,670,3,Floettite,Flower Veil,Modest,Protect|Moonblast|Light of Ruin|Dazzling Gleam,Limitless VGC,https://limitlessvgc.com/teams/6542,434:6542:3671:3,2026-08-03 08:41:23.658111+00,0.2.0
6542:4,6542,charizard-mega-y,6,4,Charizardite Y,Solar Power,Modest,Protect|Heat Wave|Weather Ball|Ancient Power,Limitless VGC,https://limitlessvgc.com/teams/6542,434:6542:3671:4,2026-08-03 08:41:23.658111+00,0.2.0
6546:2,6546,floette-mega,670,2,Floettite,Flower Veil,Modest,Light of Ruin|Moonblast|Dazzling Gleam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6546,434:6546:4899:2,2026-08-03 08:41:23.658111+00,0.2.0
6549:4,6549,charizard-mega-y,6,4,Charizardite Y,Blaze,Modest,Heat Wave|Solar Beam|Weather Ball|Protect,Limitless VGC,https://limitlessvgc.com/teams/6549,434:6549:4901:4,2026-08-03 08:41:23.658111+00,0.2.0
6552:4,6552,charizard-mega-y,6,4,Charizardite Y,Solar Power,Modest,Heat Wave|Solar Beam|Weather Ball|Protect,Limitless VGC,https://limitlessvgc.com/teams/6552,434:6552:1776:4,2026-08-03 08:41:23.658111+00,0.2.0
6552:6,6552,floette-mega,670,6,Floettite,Flower Veil,Modest,Moonblast|Dazzling Gleam|Protect|Calm Mind,Limitless VGC,https://limitlessvgc.com/teams/6552,434:6552:1776:6,2026-08-03 08:41:23.658111+00,0.2.0
6553:3,6553,charizard-mega-y,6,3,Charizardite Y,Solar Power,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6553,434:6553:3151:3,2026-08-03 08:41:23.658111+00,0.2.0
6557:3,6557,aerodactyl-mega,142,3,Aerodactylite,Unnerve,Jolly,Rock Slide|Dual Wingbeat|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6557,434:6557:2816:3,2026-08-03 08:41:23.658111+00,0.2.0
6562:1,6562,scovillain-mega,952,1,Scovillainite,Moody,Calm,Overheat|Leech Seed|Rage Powder|Protect,Limitless VGC,https://limitlessvgc.com/teams/6562,434:6562:2825:1,2026-08-03 08:41:23.658111+00,0.2.0
6566:2,6566,aerodactyl-mega,142,2,Aerodactylite,Unnerve,Jolly,Rock Slide|Dual Wingbeat|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6566,434:6566:2263:2,2026-08-03 08:41:23.658111+00,0.2.0
6568:6,6568,charizard-mega-y,6,6,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6568,434:6568:3140:6,2026-08-03 08:41:23.658111+00,0.2.0
6571:2,6571,floette-mega,670,2,Floettite,Flower Veil,Modest,Moonblast|Dazzling Gleam|Light of Ruin|Protect,Limitless VGC,https://limitlessvgc.com/teams/6571,434:6571:4908:2,2026-08-03 08:41:23.658111+00,0.2.0
6500:3,6500,basculegion-male,902,3,Sitrus Berry,Adaptability,Adamant,Protect|Wave Crash|Aqua Jet|Last Respects,Limitless VGC,https://limitlessvgc.com/teams/6500,434:6500:2369:3,2026-08-03 08:41:23.658111+00,0.2.0
6500:4,6500,kingambit,983,4,Chople Berry,Defiant,Adamant,Protect|Kowtow Cleave|Sucker Punch|Iron Head,Limitless VGC,https://limitlessvgc.com/teams/6500,434:6500:2369:4,2026-08-03 08:41:23.658111+00,0.2.0
6500:6,6500,whimsicott,547,6,Focus Sash,Prankster,Modest,Protect|Tailwind|Encore|Moonblast,Limitless VGC,https://limitlessvgc.com/teams/6500,434:6500:2369:6,2026-08-03 08:41:23.658111+00,0.2.0
6502:1,6502,incineroar,727,1,Charcoal,Intimidate,Adamant,Fake Out|Flare Blitz|Parting Shot|Darkest Lariat,Limitless VGC,https://limitlessvgc.com/teams/6502,434:6502:2406:1,2026-08-03 08:41:23.658111+00,0.2.0
6503:3,6503,hydreigon,635,3,Choice Scarf,Levitate,Modest,Snarl|Draco Meteor|Dark Pulse|Heat Wave,Limitless VGC,https://limitlessvgc.com/teams/6503,434:6503:4752:3,2026-08-03 08:41:23.658111+00,0.2.0
6503:6,6503,excadrill,530,6,Focus Sash,Sand Rush,Adamant,Rock Slide|Earthquake|Iron Head|Protect,Limitless VGC,https://limitlessvgc.com/teams/6503,434:6503:4752:6,2026-08-03 08:41:23.658111+00,0.2.0
6504:2,6504,whimsicott,547,2,Focus Sash,Prankster,Timid,Moonblast|Encore|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6504,434:6504:1041:2,2026-08-03 08:41:23.658111+00,0.2.0
6505:2,6505,sneasler,903,2,White Herb,Unburden,Adamant,Dire Claw|Close Combat|Fake Out|Protect,Limitless VGC,https://limitlessvgc.com/teams/6505,434:6505:536:2,2026-08-03 08:41:23.658111+00,0.2.0
6506:1,6506,garchomp,445,1,Sitrus Berry,Rough Skin,Adamant,Earthquake|Stomping Tantrum|Rock Tomb|Protect,Limitless VGC,https://limitlessvgc.com/teams/6506,434:6506:199:1,2026-08-03 08:41:23.658111+00,0.2.0
6509:3,6509,sylveon,700,3,Fairy Feather,Pixilate,Modest,Hyper Voice|Moonblast|Psych Up|Protect,Limitless VGC,https://limitlessvgc.com/teams/6509,434:6509:2159:3,2026-08-03 08:41:23.658111+00,0.2.0
6509:4,6509,espathra,956,4,Colbur Berry,Speed Boost,Modest,Lumina Crash|Calm Mind|Baton Pass|Protect,Limitless VGC,https://limitlessvgc.com/teams/6509,434:6509:2159:4,2026-08-03 08:41:23.658111+00,0.2.0
6509:6,6509,incineroar,727,6,Charcoal,Intimidate,Adamant,Fake Out|Flare Blitz|Throat Chop|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6509,434:6509:2159:6,2026-08-03 08:41:23.658111+00,0.2.0
6510:3,6510,kingambit,983,3,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6510,434:6510:3996:3,2026-08-03 08:41:23.658111+00,0.2.0
6510:4,6510,garchomp,445,4,Sitrus Berry,Rough Skin,Jolly,Earthquake|Dragon Claw|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6510,434:6510:3996:4,2026-08-03 08:41:23.658111+00,0.2.0
6511:2,6511,sylveon,700,2,Fairy Feather,Pixilate,Modest,Hyper Voice|Hyper Beam|Quick Attack|Detect,Limitless VGC,https://limitlessvgc.com/teams/6511,434:6511:1438:2,2026-08-03 08:41:23.658111+00,0.2.0
6513:1,6513,aerodactyl,142,1,Focus Sash,Unnerve,Jolly,Rock Slide|Dual Wingbeat|Protect|Tailwind,Limitless VGC,https://limitlessvgc.com/teams/6513,434:6513:4444:1,2026-08-03 08:41:23.658111+00,0.2.0
6514:5,6514,sylveon,700,5,Fairy Feather,Pixilate,Quiet,Hyper Voice|Hyper Beam|Quick Attack|Detect,Limitless VGC,https://limitlessvgc.com/teams/6514,434:6514:4889:5,2026-08-03 08:41:23.658111+00,0.2.0
6515:2,6515,sneasler,903,2,White Herb,Unburden,Jolly,Fake Out|Dire Claw|Close Combat|Protect,Limitless VGC,https://limitlessvgc.com/teams/6515,434:6515:4890:2,2026-08-03 08:41:23.658111+00,0.2.0
6518:2,6518,basculegion-male,902,2,Mystic Water,Swift Swim,Jolly,Wave Crash|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6518,434:6518:3917:2,2026-08-03 08:41:23.658111+00,0.2.0
6519:5,6519,gengar,94,5,Focus Sash,Cursed Body,Timid,Sludge Bomb|Shadow Ball|Icy Wind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6519,434:6519:188:5,2026-08-03 08:41:23.658111+00,0.2.0
6520:1,6520,incineroar,727,1,Passho Berry,Intimidate,Careful,Flare Blitz|Fake Out|Parting Shot|Darkest Lariat,Limitless VGC,https://limitlessvgc.com/teams/6520,434:6520:1925:1,2026-08-03 08:41:23.658111+00,0.2.0
6521:2,6521,basculegion-male,902,2,Mystic Water,Adaptability,Adamant,Protect|Wave Crash|Last Respects|Aqua Jet,Limitless VGC,https://limitlessvgc.com/teams/6521,434:6521:3300:2,2026-08-03 08:41:23.658111+00,0.2.0
6523:5,6523,garchomp,445,5,Choice Scarf,Rough Skin,Adamant,Dragon Claw|Stomping Tantrum|Earthquake|Rock Tomb,Limitless VGC,https://limitlessvgc.com/teams/6523,434:6523:4893:5,2026-08-03 08:41:23.658111+00,0.2.0
6524:1,6524,whimsicott,547,1,Kebia Berry,Prankster,Timid,Moonblast|Tailwind|Encore|Protect,Limitless VGC,https://limitlessvgc.com/teams/6524,434:6524:2154:1,2026-08-03 08:41:23.658111+00,0.2.0
6525:3,6525,kingambit,983,3,Chople Berry,Defiant,Adamant,Kowtow Cleave|Iron Head|Sucker Punch|Low Kick,Limitless VGC,https://limitlessvgc.com/teams/6525,434:6525:1786:3,2026-08-03 08:41:23.658111+00,0.2.0
6525:6,6525,basculegion-male,902,6,Focus Sash,Adaptability,Jolly,Liquidation|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6525,434:6525:1786:6,2026-08-03 08:41:23.658111+00,0.2.0
6526:2,6526,garchomp,445,2,Sitrus Berry,Rough Skin,Adamant,Earthquake|Dragon Claw|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6526,434:6526:2121:2,2026-08-03 08:41:23.658111+00,0.2.0
6527:1,6527,volcarona,637,1,Leftovers,Flame Body,Timid,Protect|Heat Wave|Rage Powder|Tailwind,Limitless VGC,https://limitlessvgc.com/teams/6527,434:6527:1905:1,2026-08-03 08:41:23.658111+00,0.2.0
6529:4,6529,sneasler,903,4,White Herb,Unburden,Adamant,Protect|Close Combat|Dire Claw|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6529,434:6529:154:4,2026-08-03 08:41:23.658111+00,0.2.0
6531:5,6531,dragonite,149,5,Dragon Fang,Multiscale,Adamant,Dragon Claw|Extreme Speed|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6531,434:6531:1480:5,2026-08-03 08:41:23.658111+00,0.2.0
6532:1,6532,sinistcha,1013,1,Sitrus Berry,Hospitality,Bold,Matcha Gotcha|Life Dew|Rage Powder|Trick Room,Limitless VGC,https://limitlessvgc.com/teams/6532,434:6532:2312:1,2026-08-03 08:41:23.658111+00,0.2.0
6533:5,6533,sinistcha,1013,5,Kasib Berry,Hospitality,Calm,Protect|Matcha Gotcha|Rage Powder|Trick Room,Limitless VGC,https://limitlessvgc.com/teams/6533,434:6533:3667:5,2026-08-03 08:41:23.658111+00,0.2.0
6534:2,6534,basculegion-male,902,2,Mystic Water,Adaptability,Adamant,Wave Crash|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6534,434:6534:1730:2,2026-08-03 08:41:23.658111+00,0.2.0
6536:2,6536,sylveon,700,2,Fairy Feather,Pixilate,Modest,Hyper Voice|Hyper Beam|Quick Attack|Detect,Limitless VGC,https://limitlessvgc.com/teams/6536,434:6536:2671:2,2026-08-03 08:41:23.658111+00,0.2.0
6537:2,6537,maushold-family-of-four,925,2,Chople Berry,Friend Guard,Timid,Protect|Super Fang|Follow Me|Rain Dance,Limitless VGC,https://limitlessvgc.com/teams/6537,434:6537:3332:2,2026-08-03 08:41:23.658111+00,0.2.0
6538:2,6538,kingambit,983,2,Chople Berry,Defiant,Adamant,Kowtow Cleave|Iron Head|Sucker Punch|Low Kick,Limitless VGC,https://limitlessvgc.com/teams/6538,434:6538:1676:2,2026-08-03 08:41:23.658111+00,0.2.0
6539:3,6539,basculegion-male,902,3,Choice Scarf,Adaptability,Jolly,Flip Turn|Wave Crash|Last Respects|Aqua Jet,Limitless VGC,https://limitlessvgc.com/teams/6539,434:6539:4743:3,2026-08-03 08:41:23.658111+00,0.2.0
6539:4,6539,garchomp,445,4,Roseli Berry,Rough Skin,Adamant,Earthquake|Dragon Claw|Rock Slide|Poison Jab,Limitless VGC,https://limitlessvgc.com/teams/6539,434:6539:4743:4,2026-08-03 08:41:23.658111+00,0.2.0
6539:6,6539,kingambit,983,6,Chople Berry,Defiant,Adamant,Protect|Kowtow Cleave|Iron Head|Sucker Punch,Limitless VGC,https://limitlessvgc.com/teams/6539,434:6539:4743:6,2026-08-03 08:41:23.658111+00,0.2.0
6540:2,6540,pelipper,279,2,Focus Sash,Drizzle,Modest,Protect|Weather Ball|Hurricane|Tailwind,Limitless VGC,https://limitlessvgc.com/teams/6540,434:6540:2374:2,2026-08-03 08:41:23.658111+00,0.2.0
6541:3,6541,garchomp,445,3,Sitrus Berry,Rough Skin,Jolly,Dragon Claw|Earthquake|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6541,434:6541:1142:3,2026-08-03 08:41:23.658111+00,0.2.0
6541:4,6541,kingambit,983,4,Chople Berry,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6541,434:6541:1142:4,2026-08-03 08:41:23.658111+00,0.2.0
6541:6,6541,glimmora,970,6,Focus Sash,Toxic Debris,Modest,Sludge Bomb|Power Gem|Earth Power|Spiky Shield,Limitless VGC,https://limitlessvgc.com/teams/6541,434:6541:1142:6,2026-08-03 08:41:23.658111+00,0.2.0
6542:6,6542,garchomp,445,6,Sitrus Berry,Rough Skin,Adamant,Protect|Earthquake|Rock Slide|Dragon Claw,Limitless VGC,https://limitlessvgc.com/teams/6542,434:6542:3671:6,2026-08-03 08:41:23.658111+00,0.2.0
6543:2,6543,glimmora,970,2,Focus Sash,Toxic Debris,Modest,Power Gem|Sludge Bomb|Earth Power|Spiky Shield,Limitless VGC,https://limitlessvgc.com/teams/6543,434:6543:2137:2,2026-08-03 08:41:23.658111+00,0.2.0
6544:1,6544,kingambit,983,1,Focus Sash,Defiant,Adamant,Low Kick|Kowtow Cleave|Sucker Punch|Iron Head,Limitless VGC,https://limitlessvgc.com/teams/6544,434:6544:4898:1,2026-08-03 08:41:23.658111+00,0.2.0
6545:2,6545,sneasler,903,2,White Herb,Unburden,Adamant,Dire Claw|Close Combat|Fake Out|Rock Tomb,Limitless VGC,https://limitlessvgc.com/teams/6545,434:6545:3989:2,2026-08-03 08:41:23.658111+00,0.2.0
6547:2,6547,whimsicott,547,2,Fairy Feather,Prankster,Timid,Protect|Moonblast|Tailwind|Encore,Limitless VGC,https://limitlessvgc.com/teams/6547,434:6547:4900:2,2026-08-03 08:41:23.658111+00,0.2.0
6548:1,6548,arcanine,59,1,Sitrus Berry,Intimidate,Timid,Overheat|Snarl|Will-O-Wisp|Protect,Limitless VGC,https://limitlessvgc.com/teams/6548,434:6548:1128:1,2026-08-03 08:41:23.658111+00,0.2.0
6549:3,6549,kingambit,983,3,Chople Berry,Defiant,Adamant,Kowtow Cleave|Low Kick|Sucker Punch|Iron Head,Limitless VGC,https://limitlessvgc.com/teams/6549,434:6549:4901:3,2026-08-03 08:41:23.658111+00,0.2.0
6549:6,6549,garchomp,445,6,Sitrus Berry,Rough Skin,Jolly,Dragon Claw|Earthquake|Rock Slide|Poison Jab,Limitless VGC,https://limitlessvgc.com/teams/6549,434:6549:4901:6,2026-08-03 08:41:23.658111+00,0.2.0
6550:2,6550,farigiraf,981,2,Colbur Berry,Armor Tail,Bold,Protect|Helping Hand|Psychic|Trick Room,Limitless VGC,https://limitlessvgc.com/teams/6550,434:6550:2320:2,2026-08-03 08:41:23.658111+00,0.2.0
6551:5,6551,vivillon,666,5,Focus Sash,Compound Eyes,Timid,Protect|Hurricane|Rage Powder|Sleep Powder,Limitless VGC,https://limitlessvgc.com/teams/6551,434:6551:4620:5,2026-08-03 08:41:23.658111+00,0.2.0
6552:3,6552,sinistcha,1013,3,Kasib Berry,Hospitality,Bold,Matcha Gotcha|Rage Powder|Life Dew|Protect,Limitless VGC,https://limitlessvgc.com/teams/6552,434:6552:1776:3,2026-08-03 08:41:23.658111+00,0.2.0
6553:4,6553,sylveon,700,4,Fairy Feather,Pixilate,Modest,Hyper Voice|Quick Attack|Hyper Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6553,434:6553:3151:4,2026-08-03 08:41:23.658111+00,0.2.0
6553:6,6553,basculegion-male,902,6,Choice Scarf,Adaptability,Jolly,Wave Crash|Aqua Jet|Last Respects|Flip Turn,Limitless VGC,https://limitlessvgc.com/teams/6553,434:6553:3151:6,2026-08-03 08:41:23.658111+00,0.2.0
6555:1,6555,whimsicott,547,1,Focus Sash,Prankster,Timid,Moonblast|Tailwind|Encore|Protect,Limitless VGC,https://limitlessvgc.com/teams/6555,434:6555:2664:1,2026-08-03 08:41:23.658111+00,0.2.0
6556:5,6556,sinistcha,1013,5,Mental Herb,Hospitality,Calm,Matcha Gotcha|Rage Powder|Shadow Ball|Life Dew,Limitless VGC,https://limitlessvgc.com/teams/6556,434:6556:1257:5,2026-08-03 08:41:23.658111+00,0.2.0
6557:4,6557,sinistcha,1013,4,Sitrus Berry,Hospitality,Calm,Giga Drain|Rage Powder|Trick Room|Protect,Limitless VGC,https://limitlessvgc.com/teams/6557,434:6557:2816:4,2026-08-03 08:41:23.658111+00,0.2.0
6557:6,6557,incineroar,727,6,Charcoal,Intimidate,Adamant,Fake Out|Flare Blitz|Knock Off|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6557,434:6557:2816:6,2026-08-03 08:41:23.658111+00,0.2.0
6558:1,6558,kleavor,900,1,Focus Sash,Sharpness,Jolly,Stone Axe|Feint|Close Combat|Protect,Limitless VGC,https://limitlessvgc.com/teams/6558,434:6558:3622:1,2026-08-03 08:41:23.658111+00,0.2.0
6559:2,6559,kingambit,983,2,Chople Berry,Defiant,Adamant,Kowtow Cleave|Iron Head|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6559,434:6559:4904:2,2026-08-03 08:41:23.658111+00,0.2.0
6560:5,6560,garchomp,445,5,Choice Scarf,Rough Skin,Adamant,Earthquake|Dragon Claw|Rock Slide|Stomping Tantrum,Limitless VGC,https://limitlessvgc.com/teams/6560,434:6560:4906:5,2026-08-03 08:41:23.658111+00,0.2.0
6561:2,6561,garchomp,445,2,Sitrus Berry,Rough Skin,Adamant,Protect|Dragon Claw|Earthquake|Rock Slide,Limitless VGC,https://limitlessvgc.com/teams/6561,434:6561:3687:2,2026-08-03 08:41:23.658111+00,0.2.0
6563:2,6563,archaludon,1018,2,Leftovers,Stamina,Bold,Electro Shot|Flash Cannon|Dragon Pulse|Protect,Limitless VGC,https://limitlessvgc.com/teams/6563,434:6563:3326:2,2026-08-03 08:41:23.658111+00,0.2.0
6564:5,6564,ninetales-alola,38,5,Never-Melt Ice,Snow Warning,Timid,Protect|Disable|Encore|Blizzard,Limitless VGC,https://limitlessvgc.com/teams/6564,434:6564:2551:5,2026-08-03 08:41:23.658111+00,0.2.0
6565:3,6565,sinistcha,1013,3,Miracle Seed,Hospitality,Bold,Matcha Gotcha|Life Dew|Rage Powder|Trick Room,Limitless VGC,https://limitlessvgc.com/teams/6565,434:6565:3607:3,2026-08-03 08:41:23.658111+00,0.2.0
6565:4,6565,excadrill,530,4,Focus Sash,Sand Rush,Adamant,Iron Head|High Horsepower|Earthquake|Protect,Limitless VGC,https://limitlessvgc.com/teams/6565,434:6565:3607:4,2026-08-03 08:41:23.658111+00,0.2.0
6565:6,6565,farigiraf,981,6,Sitrus Berry,Armor Tail,Relaxed,Psychic|Trick Room|Helping Hand|Roar,Limitless VGC,https://limitlessvgc.com/teams/6565,434:6565:3607:6,2026-08-03 08:41:23.658111+00,0.2.0
6567:5,6567,whimsicott,547,5,Fairy Feather,Prankster,Timid,Moonblast|Encore|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6567,434:6567:4907:5,2026-08-03 08:41:23.658111+00,0.2.0
6568:3,6568,kingambit,983,3,Chople Berry,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Iron Head|Low Kick,Limitless VGC,https://limitlessvgc.com/teams/6568,434:6568:3140:3,2026-08-03 08:41:23.658111+00,0.2.0
6568:4,6568,whimsicott,547,4,Focus Sash,Prankster,Timid,Moonblast|Tailwind|Encore|Protect,Limitless VGC,https://limitlessvgc.com/teams/6568,434:6568:3140:4,2026-08-03 08:41:23.658111+00,0.2.0
6569:1,6569,garchomp,445,1,Sitrus Berry,Rough Skin,Adamant,Protect|Dragon Claw|Stomping Tantrum|Rock Slide,Limitless VGC,https://limitlessvgc.com/teams/6569,434:6569:4385:1,2026-08-03 08:41:23.658111+00,0.2.0
6570:2,6570,basculegion-male,902,2,Choice Scarf,Adaptability,Jolly,Wave Crash|Last Respects|Aqua Jet|Flip Turn,Limitless VGC,https://limitlessvgc.com/teams/6570,434:6570:285:2,2026-08-03 08:41:23.658111+00,0.2.0
6572:2,6572,garchomp,445,2,Yache Berry,Sand Veil,Adamant,Dragon Claw|Rock Slide|Earthquake|Protect,Limitless VGC,https://limitlessvgc.com/teams/6572,434:6572:4909:2,2026-08-03 08:41:23.658111+00,0.2.0
6694:5,6694,charizard-mega-y,6,5,Charizardite Y,Blaze,Timid,Protect|Heat Wave|Solar Beam|Weather Ball,Limitless VGC,https://limitlessvgc.com/teams/6694,436:6694:1121:5,2026-08-03 08:41:23.658111+00,0.2.0
6696:2,6696,charizard-mega-y,6,2,Charizardite Y,Blaze,Modest,Heat Wave|Solar Beam|Weather Ball|Protect,Limitless VGC,https://limitlessvgc.com/teams/6696,436:6696:1127:2,2026-08-03 08:41:23.658111+00,0.2.0
6697:5,6697,floette-mega,670,5,Floettite,Flower Veil,Timid,Protect|Dazzling Gleam|Calm Mind|Draining Kiss,Limitless VGC,https://limitlessvgc.com/teams/6697,436:6697:1234:5,2026-08-03 08:41:23.658111+00,0.2.0
