pokemon_stat_canonical_key,pokemon_key,pokemon_id,hp,attack,defense,sp_attack,sp_defense,speed,stat_total,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
amaura,amaura,698,77,59,50,67,63,46,362,PokéAPI,https://pokeapi.co/api/v2/pokemon/amaura,698,2026-08-03 08:26:36.523413+00,0.2.0
aurorus,aurorus,699,123,77,72,99,92,58,521,PokéAPI,https://pokeapi.co/api/v2/pokemon/aurorus,699,2026-08-03 08:26:36.523413+00,0.2.0
sylveon,sylveon,700,95,65,65,110,130,60,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/sylveon,700,2026-08-03 08:26:36.523413+00,0.2.0
hawlucha,hawlucha,701,78,92,75,74,63,118,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/hawlucha,701,2026-08-03 08:26:36.523413+00,0.2.0
dedenne,dedenne,702,67,58,57,81,67,101,431,PokéAPI,https://pokeapi.co/api/v2/pokemon/dedenne,702,2026-08-03 08:26:36.523413+00,0.2.0
carbink,carbink,703,50,50,150,50,150,50,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/carbink,703,2026-08-03 08:26:36.523413+00,0.2.0
goomy,goomy,704,45,50,35,55,75,40,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/goomy,704,2026-08-03 08:26:36.523413+00,0.2.0
sliggoo,sliggoo,705,68,75,53,83,113,60,452,PokéAPI,https://pokeapi.co/api/v2/pokemon/sliggoo,705,2026-08-03 08:26:36.523413+00,0.2.0
goodra,goodra,706,90,100,70,110,150,80,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/goodra,706,2026-08-03 08:26:36.523413+00,0.2.0
klefki,klefki,707,57,80,91,80,87,75,470,PokéAPI,https://pokeapi.co/api/v2/pokemon/klefki,707,2026-08-03 08:26:36.523413+00,0.2.0
phantump,phantump,708,43,70,48,50,60,38,309,PokéAPI,https://pokeapi.co/api/v2/pokemon/phantump,708,2026-08-03 08:26:36.523413+00,0.2.0
trevenant,trevenant,709,85,110,76,65,82,56,474,PokéAPI,https://pokeapi.co/api/v2/pokemon/trevenant,709,2026-08-03 08:26:36.523413+00,0.2.0
pumpkaboo-average,pumpkaboo-average,710,49,66,70,44,55,51,335,PokéAPI,https://pokeapi.co/api/v2/pokemon/pumpkaboo-average,710,2026-08-03 08:26:36.523413+00,0.2.0
gourgeist-average,gourgeist-average,711,65,90,122,58,75,84,494,PokéAPI,https://pokeapi.co/api/v2/pokemon/gourgeist-average,711,2026-08-03 08:26:36.523413+00,0.2.0
bergmite,bergmite,712,55,69,85,32,35,28,304,PokéAPI,https://pokeapi.co/api/v2/pokemon/bergmite,712,2026-08-03 08:26:36.523413+00,0.2.0
avalugg,avalugg,713,95,117,184,44,46,28,514,PokéAPI,https://pokeapi.co/api/v2/pokemon/avalugg,713,2026-08-03 08:26:36.523413+00,0.2.0
noibat,noibat,714,40,30,35,45,40,55,245,PokéAPI,https://pokeapi.co/api/v2/pokemon/noibat,714,2026-08-03 08:26:36.523413+00,0.2.0
noivern,noivern,715,85,70,80,97,80,123,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/noivern,715,2026-08-03 08:26:36.523413+00,0.2.0
xerneas,xerneas,716,126,131,95,131,98,99,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/xerneas,716,2026-08-03 08:26:36.523413+00,0.2.0
yveltal,yveltal,717,126,131,95,131,98,99,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/yveltal,717,2026-08-03 08:26:36.523413+00,0.2.0
zygarde-50,zygarde-50,718,108,100,121,81,95,95,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/zygarde-50,718,2026-08-03 08:26:36.523413+00,0.2.0
diancie,diancie,719,50,100,150,100,150,50,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/diancie,719,2026-08-03 08:26:36.523413+00,0.2.0
hoopa,hoopa,720,80,110,60,150,130,70,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/hoopa,720,2026-08-03 08:26:36.523413+00,0.2.0
volcanion,volcanion,721,80,110,120,130,90,70,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/volcanion,721,2026-08-03 08:26:36.523413+00,0.2.0
rowlet,rowlet,722,68,55,55,50,50,42,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/rowlet,722,2026-08-03 08:26:36.523413+00,0.2.0
dartrix,dartrix,723,78,75,75,70,70,52,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/dartrix,723,2026-08-03 08:26:36.523413+00,0.2.0
decidueye,decidueye,724,78,107,75,100,100,70,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/decidueye,724,2026-08-03 08:26:36.523413+00,0.2.0
litten,litten,725,45,65,40,60,40,70,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/litten,725,2026-08-03 08:26:36.523413+00,0.2.0
torracat,torracat,726,65,85,50,80,50,90,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/torracat,726,2026-08-03 08:26:36.523413+00,0.2.0
incineroar,incineroar,727,95,115,90,80,90,60,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/incineroar,727,2026-08-03 08:26:36.523413+00,0.2.0
popplio,popplio,728,50,54,54,66,56,40,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/popplio,728,2026-08-03 08:26:36.523413+00,0.2.0
brionne,brionne,729,60,69,69,91,81,50,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/brionne,729,2026-08-03 08:26:36.523413+00,0.2.0
primarina,primarina,730,80,74,74,126,116,60,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/primarina,730,2026-08-03 08:26:36.523413+00,0.2.0
pikipek,pikipek,731,35,75,30,30,30,65,265,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikipek,731,2026-08-03 08:26:36.523413+00,0.2.0
trumbeak,trumbeak,732,55,85,50,40,50,75,355,PokéAPI,https://pokeapi.co/api/v2/pokemon/trumbeak,732,2026-08-03 08:26:36.523413+00,0.2.0
toucannon,toucannon,733,80,120,75,75,75,60,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/toucannon,733,2026-08-03 08:26:36.523413+00,0.2.0
yungoos,yungoos,734,48,70,30,30,30,45,253,PokéAPI,https://pokeapi.co/api/v2/pokemon/yungoos,734,2026-08-03 08:26:36.523413+00,0.2.0
gumshoos,gumshoos,735,88,110,60,55,60,45,418,PokéAPI,https://pokeapi.co/api/v2/pokemon/gumshoos,735,2026-08-03 08:26:36.523413+00,0.2.0
grubbin,grubbin,736,47,62,45,55,45,46,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/grubbin,736,2026-08-03 08:26:36.523413+00,0.2.0
charjabug,charjabug,737,57,82,95,55,75,36,400,PokéAPI,https://pokeapi.co/api/v2/pokemon/charjabug,737,2026-08-03 08:26:36.523413+00,0.2.0
vikavolt,vikavolt,738,77,70,90,145,75,43,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/vikavolt,738,2026-08-03 08:26:36.523413+00,0.2.0
crabrawler,crabrawler,739,47,82,57,42,47,63,338,PokéAPI,https://pokeapi.co/api/v2/pokemon/crabrawler,739,2026-08-03 08:26:36.523413+00,0.2.0
crabominable,crabominable,740,97,132,77,62,67,43,478,PokéAPI,https://pokeapi.co/api/v2/pokemon/crabominable,740,2026-08-03 08:26:36.523413+00,0.2.0
oricorio-baile,oricorio-baile,741,75,70,70,98,70,93,476,PokéAPI,https://pokeapi.co/api/v2/pokemon/oricorio-baile,741,2026-08-03 08:26:36.523413+00,0.2.0
cutiefly,cutiefly,742,40,45,40,55,40,84,304,PokéAPI,https://pokeapi.co/api/v2/pokemon/cutiefly,742,2026-08-03 08:26:36.523413+00,0.2.0
ribombee,ribombee,743,60,55,60,95,70,124,464,PokéAPI,https://pokeapi.co/api/v2/pokemon/ribombee,743,2026-08-03 08:26:36.523413+00,0.2.0
rockruff,rockruff,744,45,65,40,30,40,60,280,PokéAPI,https://pokeapi.co/api/v2/pokemon/rockruff,744,2026-08-03 08:26:36.523413+00,0.2.0
lycanroc-midday,lycanroc-midday,745,75,115,65,55,65,112,487,PokéAPI,https://pokeapi.co/api/v2/pokemon/lycanroc-midday,745,2026-08-03 08:26:36.523413+00,0.2.0
wishiwashi-solo,wishiwashi-solo,746,45,20,20,25,25,40,175,PokéAPI,https://pokeapi.co/api/v2/pokemon/wishiwashi-solo,746,2026-08-03 08:26:36.523413+00,0.2.0
mareanie,mareanie,747,50,53,62,43,52,45,305,PokéAPI,https://pokeapi.co/api/v2/pokemon/mareanie,747,2026-08-03 08:26:36.523413+00,0.2.0
toxapex,toxapex,748,50,63,152,53,142,35,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/toxapex,748,2026-08-03 08:26:36.523413+00,0.2.0
mudbray,mudbray,749,70,100,70,45,55,45,385,PokéAPI,https://pokeapi.co/api/v2/pokemon/mudbray,749,2026-08-03 08:26:36.523413+00,0.2.0
mudsdale,mudsdale,750,100,125,100,55,85,35,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/mudsdale,750,2026-08-03 08:26:36.523413+00,0.2.0
dewpider,dewpider,751,38,40,52,40,72,27,269,PokéAPI,https://pokeapi.co/api/v2/pokemon/dewpider,751,2026-08-03 08:26:36.523413+00,0.2.0
araquanid,araquanid,752,68,70,92,50,132,42,454,PokéAPI,https://pokeapi.co/api/v2/pokemon/araquanid,752,2026-08-03 08:26:36.523413+00,0.2.0
fomantis,fomantis,753,40,55,35,50,35,35,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/fomantis,753,2026-08-03 08:26:36.523413+00,0.2.0
lurantis,lurantis,754,70,105,90,80,90,45,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/lurantis,754,2026-08-03 08:26:36.523413+00,0.2.0
morelull,morelull,755,40,35,55,65,75,15,285,PokéAPI,https://pokeapi.co/api/v2/pokemon/morelull,755,2026-08-03 08:26:36.523413+00,0.2.0
shiinotic,shiinotic,756,60,45,80,90,100,30,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/shiinotic,756,2026-08-03 08:26:36.523413+00,0.2.0
salandit,salandit,757,48,44,40,71,40,77,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/salandit,757,2026-08-03 08:26:36.523413+00,0.2.0
salazzle,salazzle,758,68,64,60,111,60,117,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/salazzle,758,2026-08-03 08:26:36.523413+00,0.2.0
stufful,stufful,759,70,75,50,45,50,50,340,PokéAPI,https://pokeapi.co/api/v2/pokemon/stufful,759,2026-08-03 08:26:36.523413+00,0.2.0
bewear,bewear,760,120,125,80,55,60,60,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/bewear,760,2026-08-03 08:26:36.523413+00,0.2.0
bounsweet,bounsweet,761,42,30,38,30,38,32,210,PokéAPI,https://pokeapi.co/api/v2/pokemon/bounsweet,761,2026-08-03 08:26:36.523413+00,0.2.0
steenee,steenee,762,52,40,48,40,48,62,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/steenee,762,2026-08-03 08:26:36.523413+00,0.2.0
tsareena,tsareena,763,72,120,98,50,98,72,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/tsareena,763,2026-08-03 08:26:36.523413+00,0.2.0
comfey,comfey,764,51,52,90,82,110,100,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/comfey,764,2026-08-03 08:26:36.523413+00,0.2.0
oranguru,oranguru,765,90,60,80,90,110,60,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/oranguru,765,2026-08-03 08:26:36.523413+00,0.2.0
passimian,passimian,766,100,120,90,40,60,80,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/passimian,766,2026-08-03 08:26:36.523413+00,0.2.0
wimpod,wimpod,767,25,35,40,20,30,80,230,PokéAPI,https://pokeapi.co/api/v2/pokemon/wimpod,767,2026-08-03 08:26:36.523413+00,0.2.0
golisopod,golisopod,768,75,125,140,60,90,40,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/golisopod,768,2026-08-03 08:26:36.523413+00,0.2.0
sandygast,sandygast,769,55,55,80,70,45,15,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/sandygast,769,2026-08-03 08:26:36.523413+00,0.2.0
palossand,palossand,770,85,75,110,100,75,35,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/palossand,770,2026-08-03 08:26:36.523413+00,0.2.0
pyukumuku,pyukumuku,771,55,60,130,30,130,5,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/pyukumuku,771,2026-08-03 08:26:36.523413+00,0.2.0
type-null,type-null,772,95,95,95,95,95,59,534,PokéAPI,https://pokeapi.co/api/v2/pokemon/type-null,772,2026-08-03 08:26:36.523413+00,0.2.0
silvally,silvally,773,95,95,95,95,95,95,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/silvally,773,2026-08-03 08:26:36.523413+00,0.2.0
minior-red-meteor,minior-red-meteor,774,60,60,100,60,100,60,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-red-meteor,774,2026-08-03 08:26:36.523413+00,0.2.0
komala,komala,775,65,115,65,75,95,65,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/komala,775,2026-08-03 08:26:36.523413+00,0.2.0
turtonator,turtonator,776,60,78,135,91,85,36,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/turtonator,776,2026-08-03 08:26:36.523413+00,0.2.0
togedemaru,togedemaru,777,65,98,63,40,73,96,435,PokéAPI,https://pokeapi.co/api/v2/pokemon/togedemaru,777,2026-08-03 08:26:36.523413+00,0.2.0
mimikyu-disguised,mimikyu-disguised,778,55,90,80,50,105,96,476,PokéAPI,https://pokeapi.co/api/v2/pokemon/mimikyu-disguised,778,2026-08-03 08:26:36.523413+00,0.2.0
bruxish,bruxish,779,68,105,70,70,70,92,475,PokéAPI,https://pokeapi.co/api/v2/pokemon/bruxish,779,2026-08-03 08:26:36.523413+00,0.2.0
drampa,drampa,780,78,60,85,135,91,36,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/drampa,780,2026-08-03 08:26:36.523413+00,0.2.0
dhelmise,dhelmise,781,70,131,100,86,90,40,517,PokéAPI,https://pokeapi.co/api/v2/pokemon/dhelmise,781,2026-08-03 08:26:36.523413+00,0.2.0
jangmo-o,jangmo-o,782,45,55,65,45,45,45,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/jangmo-o,782,2026-08-03 08:26:36.523413+00,0.2.0
hakamo-o,hakamo-o,783,55,75,90,65,70,65,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/hakamo-o,783,2026-08-03 08:26:36.523413+00,0.2.0
kommo-o,kommo-o,784,75,110,125,100,105,85,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/kommo-o,784,2026-08-03 08:26:36.523413+00,0.2.0
tapu-koko,tapu-koko,785,70,115,85,95,75,130,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-koko,785,2026-08-03 08:26:36.523413+00,0.2.0
tapu-lele,tapu-lele,786,70,85,75,130,115,95,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-lele,786,2026-08-03 08:26:36.523413+00,0.2.0
tapu-bulu,tapu-bulu,787,70,130,115,85,95,75,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-bulu,787,2026-08-03 08:26:36.523413+00,0.2.0
tapu-fini,tapu-fini,788,70,75,115,95,130,85,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-fini,788,2026-08-03 08:26:36.523413+00,0.2.0
cosmog,cosmog,789,43,29,31,29,31,37,200,PokéAPI,https://pokeapi.co/api/v2/pokemon/cosmog,789,2026-08-03 08:26:36.523413+00,0.2.0
cosmoem,cosmoem,790,43,29,131,29,131,37,400,PokéAPI,https://pokeapi.co/api/v2/pokemon/cosmoem,790,2026-08-03 08:26:36.523413+00,0.2.0
solgaleo,solgaleo,791,137,137,107,113,89,97,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/solgaleo,791,2026-08-03 08:26:36.523413+00,0.2.0
lunala,lunala,792,137,113,89,137,107,97,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/lunala,792,2026-08-03 08:26:36.523413+00,0.2.0
nihilego,nihilego,793,109,53,47,127,131,103,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/nihilego,793,2026-08-03 08:26:36.523413+00,0.2.0
buzzwole,buzzwole,794,107,139,139,53,53,79,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/buzzwole,794,2026-08-03 08:26:36.523413+00,0.2.0
pheromosa,pheromosa,795,71,137,37,137,37,151,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/pheromosa,795,2026-08-03 08:26:36.523413+00,0.2.0
xurkitree,xurkitree,796,83,89,71,173,71,83,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/xurkitree,796,2026-08-03 08:26:36.523413+00,0.2.0
celesteela,celesteela,797,97,101,103,107,101,61,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/celesteela,797,2026-08-03 08:26:36.523413+00,0.2.0
kartana,kartana,798,59,181,131,59,31,109,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/kartana,798,2026-08-03 08:26:36.523413+00,0.2.0
guzzlord,guzzlord,799,223,101,53,97,53,43,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/guzzlord,799,2026-08-03 08:26:36.523413+00,0.2.0
necrozma,necrozma,800,97,107,101,127,89,79,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/necrozma,800,2026-08-03 08:26:36.523413+00,0.2.0
magearna,magearna,801,80,95,115,130,115,65,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/magearna,801,2026-08-03 08:26:36.523413+00,0.2.0
marshadow,marshadow,802,90,125,80,90,90,125,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/marshadow,802,2026-08-03 08:26:36.523413+00,0.2.0
poipole,poipole,803,67,73,67,73,67,73,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/poipole,803,2026-08-03 08:26:36.523413+00,0.2.0
naganadel,naganadel,804,73,73,73,127,73,121,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/naganadel,804,2026-08-03 08:26:36.523413+00,0.2.0
stakataka,stakataka,805,61,131,211,53,101,13,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/stakataka,805,2026-08-03 08:26:36.523413+00,0.2.0
blacephalon,blacephalon,806,53,127,53,151,79,107,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/blacephalon,806,2026-08-03 08:26:36.523413+00,0.2.0
zeraora,zeraora,807,88,112,75,102,80,143,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/zeraora,807,2026-08-03 08:26:36.523413+00,0.2.0
meltan,meltan,808,46,65,65,55,35,34,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/meltan,808,2026-08-03 08:26:36.523413+00,0.2.0
melmetal,melmetal,809,135,143,143,80,65,34,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/melmetal,809,2026-08-03 08:26:36.523413+00,0.2.0
grookey,grookey,810,50,65,50,40,40,65,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/grookey,810,2026-08-03 08:26:36.523413+00,0.2.0
thwackey,thwackey,811,70,85,70,55,60,80,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/thwackey,811,2026-08-03 08:26:36.523413+00,0.2.0
rillaboom,rillaboom,812,100,125,90,60,70,85,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/rillaboom,812,2026-08-03 08:26:36.523413+00,0.2.0
scorbunny,scorbunny,813,50,71,40,40,40,69,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/scorbunny,813,2026-08-03 08:26:36.523413+00,0.2.0
raboot,raboot,814,65,86,60,55,60,94,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/raboot,814,2026-08-03 08:26:36.523413+00,0.2.0
cinderace,cinderace,815,80,116,75,65,75,119,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/cinderace,815,2026-08-03 08:26:36.523413+00,0.2.0
sobble,sobble,816,50,40,40,70,40,70,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/sobble,816,2026-08-03 08:26:36.523413+00,0.2.0
drizzile,drizzile,817,65,60,55,95,55,90,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/drizzile,817,2026-08-03 08:26:36.523413+00,0.2.0
inteleon,inteleon,818,70,85,65,125,65,120,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/inteleon,818,2026-08-03 08:26:36.523413+00,0.2.0
skwovet,skwovet,819,70,55,55,35,35,25,275,PokéAPI,https://pokeapi.co/api/v2/pokemon/skwovet,819,2026-08-03 08:26:36.523413+00,0.2.0
greedent,greedent,820,120,95,95,55,75,20,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/greedent,820,2026-08-03 08:26:36.523413+00,0.2.0
rookidee,rookidee,821,38,47,35,33,35,57,245,PokéAPI,https://pokeapi.co/api/v2/pokemon/rookidee,821,2026-08-03 08:26:36.523413+00,0.2.0
corvisquire,corvisquire,822,68,67,55,43,55,77,365,PokéAPI,https://pokeapi.co/api/v2/pokemon/corvisquire,822,2026-08-03 08:26:36.523413+00,0.2.0
corviknight,corviknight,823,98,87,105,53,85,67,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/corviknight,823,2026-08-03 08:26:36.523413+00,0.2.0
blipbug,blipbug,824,25,20,20,25,45,45,180,PokéAPI,https://pokeapi.co/api/v2/pokemon/blipbug,824,2026-08-03 08:26:36.523413+00,0.2.0
dottler,dottler,825,50,35,80,50,90,30,335,PokéAPI,https://pokeapi.co/api/v2/pokemon/dottler,825,2026-08-03 08:26:36.523413+00,0.2.0
orbeetle,orbeetle,826,60,45,110,80,120,90,505,PokéAPI,https://pokeapi.co/api/v2/pokemon/orbeetle,826,2026-08-03 08:26:36.523413+00,0.2.0
nickit,nickit,827,40,28,28,47,52,50,245,PokéAPI,https://pokeapi.co/api/v2/pokemon/nickit,827,2026-08-03 08:26:36.523413+00,0.2.0
thievul,thievul,828,70,58,58,87,92,90,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/thievul,828,2026-08-03 08:26:36.523413+00,0.2.0
gossifleur,gossifleur,829,40,40,60,40,60,10,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/gossifleur,829,2026-08-03 08:26:36.523413+00,0.2.0
eldegoss,eldegoss,830,60,50,90,80,120,60,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/eldegoss,830,2026-08-03 08:26:36.523413+00,0.2.0
wooloo,wooloo,831,42,40,55,40,45,48,270,PokéAPI,https://pokeapi.co/api/v2/pokemon/wooloo,831,2026-08-03 08:26:36.523413+00,0.2.0
dubwool,dubwool,832,72,80,100,60,90,88,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/dubwool,832,2026-08-03 08:26:36.523413+00,0.2.0
chewtle,chewtle,833,50,64,50,38,38,44,284,PokéAPI,https://pokeapi.co/api/v2/pokemon/chewtle,833,2026-08-03 08:26:36.523413+00,0.2.0
drednaw,drednaw,834,90,115,90,48,68,74,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/drednaw,834,2026-08-03 08:26:36.523413+00,0.2.0
yamper,yamper,835,59,45,50,40,50,26,270,PokéAPI,https://pokeapi.co/api/v2/pokemon/yamper,835,2026-08-03 08:26:36.523413+00,0.2.0
boltund,boltund,836,69,90,60,90,60,121,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/boltund,836,2026-08-03 08:26:36.523413+00,0.2.0
rolycoly,rolycoly,837,30,40,50,40,50,30,240,PokéAPI,https://pokeapi.co/api/v2/pokemon/rolycoly,837,2026-08-03 08:26:36.523413+00,0.2.0
carkol,carkol,838,80,60,90,60,70,50,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/carkol,838,2026-08-03 08:26:36.523413+00,0.2.0
coalossal,coalossal,839,110,80,120,80,90,30,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/coalossal,839,2026-08-03 08:26:36.523413+00,0.2.0
applin,applin,840,40,40,80,40,40,20,260,PokéAPI,https://pokeapi.co/api/v2/pokemon/applin,840,2026-08-03 08:26:36.523413+00,0.2.0
flapple,flapple,841,70,110,80,95,60,70,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/flapple,841,2026-08-03 08:26:36.523413+00,0.2.0
appletun,appletun,842,110,85,80,100,80,30,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/appletun,842,2026-08-03 08:26:36.523413+00,0.2.0
silicobra,silicobra,843,52,57,75,35,50,46,315,PokéAPI,https://pokeapi.co/api/v2/pokemon/silicobra,843,2026-08-03 08:26:36.523413+00,0.2.0
sandaconda,sandaconda,844,72,107,125,65,70,71,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/sandaconda,844,2026-08-03 08:26:36.523413+00,0.2.0
cramorant,cramorant,845,70,85,55,85,95,85,475,PokéAPI,https://pokeapi.co/api/v2/pokemon/cramorant,845,2026-08-03 08:26:36.523413+00,0.2.0
arrokuda,arrokuda,846,41,63,40,40,30,66,280,PokéAPI,https://pokeapi.co/api/v2/pokemon/arrokuda,846,2026-08-03 08:26:36.523413+00,0.2.0
barraskewda,barraskewda,847,61,123,60,60,50,136,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/barraskewda,847,2026-08-03 08:26:36.523413+00,0.2.0
toxel,toxel,848,40,38,35,54,35,40,242,PokéAPI,https://pokeapi.co/api/v2/pokemon/toxel,848,2026-08-03 08:26:36.523413+00,0.2.0
toxtricity-amped,toxtricity-amped,849,75,98,70,114,70,75,502,PokéAPI,https://pokeapi.co/api/v2/pokemon/toxtricity-amped,849,2026-08-03 08:26:36.523413+00,0.2.0
sizzlipede,sizzlipede,850,50,65,45,50,50,45,305,PokéAPI,https://pokeapi.co/api/v2/pokemon/sizzlipede,850,2026-08-03 08:26:36.523413+00,0.2.0
centiskorch,centiskorch,851,100,115,65,90,90,65,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/centiskorch,851,2026-08-03 08:26:36.523413+00,0.2.0
clobbopus,clobbopus,852,50,68,60,50,50,32,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/clobbopus,852,2026-08-03 08:26:36.523413+00,0.2.0
grapploct,grapploct,853,80,118,90,70,80,42,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/grapploct,853,2026-08-03 08:26:36.523413+00,0.2.0
sinistea,sinistea,854,40,45,45,74,54,50,308,PokéAPI,https://pokeapi.co/api/v2/pokemon/sinistea,854,2026-08-03 08:26:36.523413+00,0.2.0
polteageist,polteageist,855,60,65,65,134,114,70,508,PokéAPI,https://pokeapi.co/api/v2/pokemon/polteageist,855,2026-08-03 08:26:36.523413+00,0.2.0
hatenna,hatenna,856,42,30,45,56,53,39,265,PokéAPI,https://pokeapi.co/api/v2/pokemon/hatenna,856,2026-08-03 08:26:36.523413+00,0.2.0
hattrem,hattrem,857,57,40,65,86,73,49,370,PokéAPI,https://pokeapi.co/api/v2/pokemon/hattrem,857,2026-08-03 08:26:36.523413+00,0.2.0
hatterene,hatterene,858,57,90,95,136,103,29,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/hatterene,858,2026-08-03 08:26:36.523413+00,0.2.0
impidimp,impidimp,859,45,45,30,55,40,50,265,PokéAPI,https://pokeapi.co/api/v2/pokemon/impidimp,859,2026-08-03 08:26:36.523413+00,0.2.0
morgrem,morgrem,860,65,60,45,75,55,70,370,PokéAPI,https://pokeapi.co/api/v2/pokemon/morgrem,860,2026-08-03 08:26:36.523413+00,0.2.0
grimmsnarl,grimmsnarl,861,95,120,65,95,75,60,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/grimmsnarl,861,2026-08-03 08:26:36.523413+00,0.2.0
