pokemon_key,pokemon_id,pokemon_name,form_name,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
spheal,363,spheal,spheal,PokéAPI,https://pokeapi.co/api/v2/pokemon/spheal,363,2026-07-21 11:17:17.414942+00,0.0.0-dev
sealeo,364,sealeo,sealeo,PokéAPI,https://pokeapi.co/api/v2/pokemon/sealeo,364,2026-07-21 11:17:17.414942+00,0.0.0-dev
walrein,365,walrein,walrein,PokéAPI,https://pokeapi.co/api/v2/pokemon/walrein,365,2026-07-21 11:17:17.414942+00,0.0.0-dev
clamperl,366,clamperl,clamperl,PokéAPI,https://pokeapi.co/api/v2/pokemon/clamperl,366,2026-07-21 11:17:17.414942+00,0.0.0-dev
huntail,367,huntail,huntail,PokéAPI,https://pokeapi.co/api/v2/pokemon/huntail,367,2026-07-21 11:17:17.414942+00,0.0.0-dev
gorebyss,368,gorebyss,gorebyss,PokéAPI,https://pokeapi.co/api/v2/pokemon/gorebyss,368,2026-07-21 11:17:17.414942+00,0.0.0-dev
relicanth,369,relicanth,relicanth,PokéAPI,https://pokeapi.co/api/v2/pokemon/relicanth,369,2026-07-21 11:17:17.414942+00,0.0.0-dev
luvdisc,370,luvdisc,luvdisc,PokéAPI,https://pokeapi.co/api/v2/pokemon/luvdisc,370,2026-07-21 11:17:17.414942+00,0.0.0-dev
bagon,371,bagon,bagon,PokéAPI,https://pokeapi.co/api/v2/pokemon/bagon,371,2026-07-21 11:17:17.414942+00,0.0.0-dev
shelgon,372,shelgon,shelgon,PokéAPI,https://pokeapi.co/api/v2/pokemon/shelgon,372,2026-07-21 11:17:17.414942+00,0.0.0-dev
salamence,373,salamence,salamence,PokéAPI,https://pokeapi.co/api/v2/pokemon/salamence,373,2026-07-21 11:17:17.414942+00,0.0.0-dev
beldum,374,beldum,beldum,PokéAPI,https://pokeapi.co/api/v2/pokemon/beldum,374,2026-07-21 11:17:17.414942+00,0.0.0-dev
metang,375,metang,metang,PokéAPI,https://pokeapi.co/api/v2/pokemon/metang,375,2026-07-21 11:17:17.414942+00,0.0.0-dev
metagross,376,metagross,metagross,PokéAPI,https://pokeapi.co/api/v2/pokemon/metagross,376,2026-07-21 11:17:17.414942+00,0.0.0-dev
regirock,377,regirock,regirock,PokéAPI,https://pokeapi.co/api/v2/pokemon/regirock,377,2026-07-21 11:17:17.414942+00,0.0.0-dev
regice,378,regice,regice,PokéAPI,https://pokeapi.co/api/v2/pokemon/regice,378,2026-07-21 11:17:17.414942+00,0.0.0-dev
registeel,379,registeel,registeel,PokéAPI,https://pokeapi.co/api/v2/pokemon/registeel,379,2026-07-21 11:17:17.414942+00,0.0.0-dev
latias,380,latias,latias,PokéAPI,https://pokeapi.co/api/v2/pokemon/latias,380,2026-07-21 11:17:17.414942+00,0.0.0-dev
latios,381,latios,latios,PokéAPI,https://pokeapi.co/api/v2/pokemon/latios,381,2026-07-21 11:17:17.414942+00,0.0.0-dev
kyogre,382,kyogre,kyogre,PokéAPI,https://pokeapi.co/api/v2/pokemon/kyogre,382,2026-07-21 11:17:17.414942+00,0.0.0-dev
groudon,383,groudon,groudon,PokéAPI,https://pokeapi.co/api/v2/pokemon/groudon,383,2026-07-21 11:17:17.414942+00,0.0.0-dev
rayquaza,384,rayquaza,rayquaza,PokéAPI,https://pokeapi.co/api/v2/pokemon/rayquaza,384,2026-07-21 11:17:17.414942+00,0.0.0-dev
jirachi,385,jirachi,jirachi,PokéAPI,https://pokeapi.co/api/v2/pokemon/jirachi,385,2026-07-21 11:17:17.414942+00,0.0.0-dev
deoxys-normal,386,deoxys,deoxys-normal,PokéAPI,https://pokeapi.co/api/v2/pokemon/deoxys-normal,386,2026-07-21 11:17:17.414942+00,0.0.0-dev
turtwig,387,turtwig,turtwig,PokéAPI,https://pokeapi.co/api/v2/pokemon/turtwig,387,2026-07-21 11:17:17.414942+00,0.0.0-dev
grotle,388,grotle,grotle,PokéAPI,https://pokeapi.co/api/v2/pokemon/grotle,388,2026-07-21 11:17:17.414942+00,0.0.0-dev
torterra,389,torterra,torterra,PokéAPI,https://pokeapi.co/api/v2/pokemon/torterra,389,2026-07-21 11:17:17.414942+00,0.0.0-dev
chimchar,390,chimchar,chimchar,PokéAPI,https://pokeapi.co/api/v2/pokemon/chimchar,390,2026-07-21 11:17:17.414942+00,0.0.0-dev
monferno,391,monferno,monferno,PokéAPI,https://pokeapi.co/api/v2/pokemon/monferno,391,2026-07-21 11:17:17.414942+00,0.0.0-dev
infernape,392,infernape,infernape,PokéAPI,https://pokeapi.co/api/v2/pokemon/infernape,392,2026-07-21 11:17:17.414942+00,0.0.0-dev
piplup,393,piplup,piplup,PokéAPI,https://pokeapi.co/api/v2/pokemon/piplup,393,2026-07-21 11:17:17.414942+00,0.0.0-dev
prinplup,394,prinplup,prinplup,PokéAPI,https://pokeapi.co/api/v2/pokemon/prinplup,394,2026-07-21 11:17:17.414942+00,0.0.0-dev
empoleon,395,empoleon,empoleon,PokéAPI,https://pokeapi.co/api/v2/pokemon/empoleon,395,2026-07-21 11:17:17.414942+00,0.0.0-dev
starly,396,starly,starly,PokéAPI,https://pokeapi.co/api/v2/pokemon/starly,396,2026-07-21 11:17:17.414942+00,0.0.0-dev
staravia,397,staravia,staravia,PokéAPI,https://pokeapi.co/api/v2/pokemon/staravia,397,2026-07-21 11:17:17.414942+00,0.0.0-dev
staraptor,398,staraptor,staraptor,PokéAPI,https://pokeapi.co/api/v2/pokemon/staraptor,398,2026-07-21 11:17:17.414942+00,0.0.0-dev
bidoof,399,bidoof,bidoof,PokéAPI,https://pokeapi.co/api/v2/pokemon/bidoof,399,2026-07-21 11:17:17.414942+00,0.0.0-dev
bibarel,400,bibarel,bibarel,PokéAPI,https://pokeapi.co/api/v2/pokemon/bibarel,400,2026-07-21 11:17:17.414942+00,0.0.0-dev
kricketot,401,kricketot,kricketot,PokéAPI,https://pokeapi.co/api/v2/pokemon/kricketot,401,2026-07-21 11:17:17.414942+00,0.0.0-dev
kricketune,402,kricketune,kricketune,PokéAPI,https://pokeapi.co/api/v2/pokemon/kricketune,402,2026-07-21 11:17:17.414942+00,0.0.0-dev
shinx,403,shinx,shinx,PokéAPI,https://pokeapi.co/api/v2/pokemon/shinx,403,2026-07-21 11:17:17.414942+00,0.0.0-dev
luxio,404,luxio,luxio,PokéAPI,https://pokeapi.co/api/v2/pokemon/luxio,404,2026-07-21 11:17:17.414942+00,0.0.0-dev
luxray,405,luxray,luxray,PokéAPI,https://pokeapi.co/api/v2/pokemon/luxray,405,2026-07-21 11:17:17.414942+00,0.0.0-dev
budew,406,budew,budew,PokéAPI,https://pokeapi.co/api/v2/pokemon/budew,406,2026-07-21 11:17:17.414942+00,0.0.0-dev
roserade,407,roserade,roserade,PokéAPI,https://pokeapi.co/api/v2/pokemon/roserade,407,2026-07-21 11:17:17.414942+00,0.0.0-dev
cranidos,408,cranidos,cranidos,PokéAPI,https://pokeapi.co/api/v2/pokemon/cranidos,408,2026-07-21 11:17:17.414942+00,0.0.0-dev
rampardos,409,rampardos,rampardos,PokéAPI,https://pokeapi.co/api/v2/pokemon/rampardos,409,2026-07-21 11:17:17.414942+00,0.0.0-dev
shieldon,410,shieldon,shieldon,PokéAPI,https://pokeapi.co/api/v2/pokemon/shieldon,410,2026-07-21 11:17:17.414942+00,0.0.0-dev
bastiodon,411,bastiodon,bastiodon,PokéAPI,https://pokeapi.co/api/v2/pokemon/bastiodon,411,2026-07-21 11:17:17.414942+00,0.0.0-dev
burmy,412,burmy,burmy,PokéAPI,https://pokeapi.co/api/v2/pokemon/burmy,412,2026-07-21 11:17:17.414942+00,0.0.0-dev
wormadam-plant,413,wormadam,wormadam-plant,PokéAPI,https://pokeapi.co/api/v2/pokemon/wormadam-plant,413,2026-07-21 11:17:17.414942+00,0.0.0-dev
mothim,414,mothim,mothim,PokéAPI,https://pokeapi.co/api/v2/pokemon/mothim,414,2026-07-21 11:17:17.414942+00,0.0.0-dev
combee,415,combee,combee,PokéAPI,https://pokeapi.co/api/v2/pokemon/combee,415,2026-07-21 11:17:17.414942+00,0.0.0-dev
vespiquen,416,vespiquen,vespiquen,PokéAPI,https://pokeapi.co/api/v2/pokemon/vespiquen,416,2026-07-21 11:17:17.414942+00,0.0.0-dev
pachirisu,417,pachirisu,pachirisu,PokéAPI,https://pokeapi.co/api/v2/pokemon/pachirisu,417,2026-07-21 11:17:17.414942+00,0.0.0-dev
buizel,418,buizel,buizel,PokéAPI,https://pokeapi.co/api/v2/pokemon/buizel,418,2026-07-21 11:17:17.414942+00,0.0.0-dev
floatzel,419,floatzel,floatzel,PokéAPI,https://pokeapi.co/api/v2/pokemon/floatzel,419,2026-07-21 11:17:17.414942+00,0.0.0-dev
cherubi,420,cherubi,cherubi,PokéAPI,https://pokeapi.co/api/v2/pokemon/cherubi,420,2026-07-21 11:17:17.414942+00,0.0.0-dev
cherrim,421,cherrim,cherrim,PokéAPI,https://pokeapi.co/api/v2/pokemon/cherrim,421,2026-07-21 11:17:17.414942+00,0.0.0-dev
shellos,422,shellos,shellos,PokéAPI,https://pokeapi.co/api/v2/pokemon/shellos,422,2026-07-21 11:17:17.414942+00,0.0.0-dev
gastrodon,423,gastrodon,gastrodon,PokéAPI,https://pokeapi.co/api/v2/pokemon/gastrodon,423,2026-07-21 11:17:17.414942+00,0.0.0-dev
ambipom,424,ambipom,ambipom,PokéAPI,https://pokeapi.co/api/v2/pokemon/ambipom,424,2026-07-21 11:17:17.414942+00,0.0.0-dev
drifloon,425,drifloon,drifloon,PokéAPI,https://pokeapi.co/api/v2/pokemon/drifloon,425,2026-07-21 11:17:17.414942+00,0.0.0-dev
drifblim,426,drifblim,drifblim,PokéAPI,https://pokeapi.co/api/v2/pokemon/drifblim,426,2026-07-21 11:17:17.414942+00,0.0.0-dev
buneary,427,buneary,buneary,PokéAPI,https://pokeapi.co/api/v2/pokemon/buneary,427,2026-07-21 11:17:17.414942+00,0.0.0-dev
lopunny,428,lopunny,lopunny,PokéAPI,https://pokeapi.co/api/v2/pokemon/lopunny,428,2026-07-21 11:17:17.414942+00,0.0.0-dev
mismagius,429,mismagius,mismagius,PokéAPI,https://pokeapi.co/api/v2/pokemon/mismagius,429,2026-07-21 11:17:17.414942+00,0.0.0-dev
honchkrow,430,honchkrow,honchkrow,PokéAPI,https://pokeapi.co/api/v2/pokemon/honchkrow,430,2026-07-21 11:17:17.414942+00,0.0.0-dev
glameow,431,glameow,glameow,PokéAPI,https://pokeapi.co/api/v2/pokemon/glameow,431,2026-07-21 11:17:17.414942+00,0.0.0-dev
purugly,432,purugly,purugly,PokéAPI,https://pokeapi.co/api/v2/pokemon/purugly,432,2026-07-21 11:17:17.414942+00,0.0.0-dev
chingling,433,chingling,chingling,PokéAPI,https://pokeapi.co/api/v2/pokemon/chingling,433,2026-07-21 11:17:17.414942+00,0.0.0-dev
stunky,434,stunky,stunky,PokéAPI,https://pokeapi.co/api/v2/pokemon/stunky,434,2026-07-21 11:17:17.414942+00,0.0.0-dev
skuntank,435,skuntank,skuntank,PokéAPI,https://pokeapi.co/api/v2/pokemon/skuntank,435,2026-07-21 11:17:17.414942+00,0.0.0-dev
bronzor,436,bronzor,bronzor,PokéAPI,https://pokeapi.co/api/v2/pokemon/bronzor,436,2026-07-21 11:17:17.414942+00,0.0.0-dev
bronzong,437,bronzong,bronzong,PokéAPI,https://pokeapi.co/api/v2/pokemon/bronzong,437,2026-07-21 11:17:17.414942+00,0.0.0-dev
bonsly,438,bonsly,bonsly,PokéAPI,https://pokeapi.co/api/v2/pokemon/bonsly,438,2026-07-21 11:17:17.414942+00,0.0.0-dev
mime-jr,439,mime-jr,mime-jr,PokéAPI,https://pokeapi.co/api/v2/pokemon/mime-jr,439,2026-07-21 11:17:17.414942+00,0.0.0-dev
happiny,440,happiny,happiny,PokéAPI,https://pokeapi.co/api/v2/pokemon/happiny,440,2026-07-21 11:17:17.414942+00,0.0.0-dev
chatot,441,chatot,chatot,PokéAPI,https://pokeapi.co/api/v2/pokemon/chatot,441,2026-07-21 11:17:17.414942+00,0.0.0-dev
spiritomb,442,spiritomb,spiritomb,PokéAPI,https://pokeapi.co/api/v2/pokemon/spiritomb,442,2026-07-21 11:17:17.414942+00,0.0.0-dev
gible,443,gible,gible,PokéAPI,https://pokeapi.co/api/v2/pokemon/gible,443,2026-07-21 11:17:17.414942+00,0.0.0-dev
gabite,444,gabite,gabite,PokéAPI,https://pokeapi.co/api/v2/pokemon/gabite,444,2026-07-21 11:17:17.414942+00,0.0.0-dev
garchomp,445,garchomp,garchomp,PokéAPI,https://pokeapi.co/api/v2/pokemon/garchomp,445,2026-07-21 11:17:17.414942+00,0.0.0-dev
munchlax,446,munchlax,munchlax,PokéAPI,https://pokeapi.co/api/v2/pokemon/munchlax,446,2026-07-21 11:17:17.414942+00,0.0.0-dev
riolu,447,riolu,riolu,PokéAPI,https://pokeapi.co/api/v2/pokemon/riolu,447,2026-07-21 11:17:17.414942+00,0.0.0-dev
lucario,448,lucario,lucario,PokéAPI,https://pokeapi.co/api/v2/pokemon/lucario,448,2026-07-21 11:17:17.414942+00,0.0.0-dev
hippopotas,449,hippopotas,hippopotas,PokéAPI,https://pokeapi.co/api/v2/pokemon/hippopotas,449,2026-07-21 11:17:17.414942+00,0.0.0-dev
hippowdon,450,hippowdon,hippowdon,PokéAPI,https://pokeapi.co/api/v2/pokemon/hippowdon,450,2026-07-21 11:17:17.414942+00,0.0.0-dev
skorupi,451,skorupi,skorupi,PokéAPI,https://pokeapi.co/api/v2/pokemon/skorupi,451,2026-07-21 11:17:17.414942+00,0.0.0-dev
drapion,452,drapion,drapion,PokéAPI,https://pokeapi.co/api/v2/pokemon/drapion,452,2026-07-21 11:17:17.414942+00,0.0.0-dev
croagunk,453,croagunk,croagunk,PokéAPI,https://pokeapi.co/api/v2/pokemon/croagunk,453,2026-07-21 11:17:17.414942+00,0.0.0-dev
toxicroak,454,toxicroak,toxicroak,PokéAPI,https://pokeapi.co/api/v2/pokemon/toxicroak,454,2026-07-21 11:17:17.414942+00,0.0.0-dev
carnivine,455,carnivine,carnivine,PokéAPI,https://pokeapi.co/api/v2/pokemon/carnivine,455,2026-07-21 11:17:17.414942+00,0.0.0-dev
finneon,456,finneon,finneon,PokéAPI,https://pokeapi.co/api/v2/pokemon/finneon,456,2026-07-21 11:17:17.414942+00,0.0.0-dev
lumineon,457,lumineon,lumineon,PokéAPI,https://pokeapi.co/api/v2/pokemon/lumineon,457,2026-07-21 11:17:17.414942+00,0.0.0-dev
mantyke,458,mantyke,mantyke,PokéAPI,https://pokeapi.co/api/v2/pokemon/mantyke,458,2026-07-21 11:17:17.414942+00,0.0.0-dev
snover,459,snover,snover,PokéAPI,https://pokeapi.co/api/v2/pokemon/snover,459,2026-07-21 11:17:17.414942+00,0.0.0-dev
abomasnow,460,abomasnow,abomasnow,PokéAPI,https://pokeapi.co/api/v2/pokemon/abomasnow,460,2026-07-21 11:17:17.414942+00,0.0.0-dev
weavile,461,weavile,weavile,PokéAPI,https://pokeapi.co/api/v2/pokemon/weavile,461,2026-07-21 11:17:17.414942+00,0.0.0-dev
magnezone,462,magnezone,magnezone,PokéAPI,https://pokeapi.co/api/v2/pokemon/magnezone,462,2026-07-21 11:17:17.414942+00,0.0.0-dev
lickilicky,463,lickilicky,lickilicky,PokéAPI,https://pokeapi.co/api/v2/pokemon/lickilicky,463,2026-07-21 11:17:17.414942+00,0.0.0-dev
rhyperior,464,rhyperior,rhyperior,PokéAPI,https://pokeapi.co/api/v2/pokemon/rhyperior,464,2026-07-21 11:17:17.414942+00,0.0.0-dev
tangrowth,465,tangrowth,tangrowth,PokéAPI,https://pokeapi.co/api/v2/pokemon/tangrowth,465,2026-07-21 11:17:17.414942+00,0.0.0-dev
electivire,466,electivire,electivire,PokéAPI,https://pokeapi.co/api/v2/pokemon/electivire,466,2026-07-21 11:17:17.414942+00,0.0.0-dev
magmortar,467,magmortar,magmortar,PokéAPI,https://pokeapi.co/api/v2/pokemon/magmortar,467,2026-07-21 11:17:17.414942+00,0.0.0-dev
togekiss,468,togekiss,togekiss,PokéAPI,https://pokeapi.co/api/v2/pokemon/togekiss,468,2026-07-21 11:17:17.414942+00,0.0.0-dev
yanmega,469,yanmega,yanmega,PokéAPI,https://pokeapi.co/api/v2/pokemon/yanmega,469,2026-07-21 11:17:17.414942+00,0.0.0-dev
leafeon,470,leafeon,leafeon,PokéAPI,https://pokeapi.co/api/v2/pokemon/leafeon,470,2026-07-21 11:17:17.414942+00,0.0.0-dev
glaceon,471,glaceon,glaceon,PokéAPI,https://pokeapi.co/api/v2/pokemon/glaceon,471,2026-07-21 11:17:17.414942+00,0.0.0-dev
gliscor,472,gliscor,gliscor,PokéAPI,https://pokeapi.co/api/v2/pokemon/gliscor,472,2026-07-21 11:17:17.414942+00,0.0.0-dev
mamoswine,473,mamoswine,mamoswine,PokéAPI,https://pokeapi.co/api/v2/pokemon/mamoswine,473,2026-07-21 11:17:17.414942+00,0.0.0-dev
porygon-z,474,porygon-z,porygon-z,PokéAPI,https://pokeapi.co/api/v2/pokemon/porygon-z,474,2026-07-21 11:17:17.414942+00,0.0.0-dev
gallade,475,gallade,gallade,PokéAPI,https://pokeapi.co/api/v2/pokemon/gallade,475,2026-07-21 11:17:17.414942+00,0.0.0-dev
probopass,476,probopass,probopass,PokéAPI,https://pokeapi.co/api/v2/pokemon/probopass,476,2026-07-21 11:17:17.414942+00,0.0.0-dev
dusknoir,477,dusknoir,dusknoir,PokéAPI,https://pokeapi.co/api/v2/pokemon/dusknoir,477,2026-07-21 11:17:17.414942+00,0.0.0-dev
froslass,478,froslass,froslass,PokéAPI,https://pokeapi.co/api/v2/pokemon/froslass,478,2026-07-21 11:17:17.414942+00,0.0.0-dev
rotom,479,rotom,rotom,PokéAPI,https://pokeapi.co/api/v2/pokemon/rotom,479,2026-07-21 11:17:17.414942+00,0.0.0-dev
uxie,480,uxie,uxie,PokéAPI,https://pokeapi.co/api/v2/pokemon/uxie,480,2026-07-21 11:17:17.414942+00,0.0.0-dev
mesprit,481,mesprit,mesprit,PokéAPI,https://pokeapi.co/api/v2/pokemon/mesprit,481,2026-07-21 11:17:17.414942+00,0.0.0-dev
azelf,482,azelf,azelf,PokéAPI,https://pokeapi.co/api/v2/pokemon/azelf,482,2026-07-21 11:17:17.414942+00,0.0.0-dev
dialga,483,dialga,dialga,PokéAPI,https://pokeapi.co/api/v2/pokemon/dialga,483,2026-07-21 11:17:17.414942+00,0.0.0-dev
palkia,484,palkia,palkia,PokéAPI,https://pokeapi.co/api/v2/pokemon/palkia,484,2026-07-21 11:17:17.414942+00,0.0.0-dev
heatran,485,heatran,heatran,PokéAPI,https://pokeapi.co/api/v2/pokemon/heatran,485,2026-07-21 11:17:17.414942+00,0.0.0-dev
regigigas,486,regigigas,regigigas,PokéAPI,https://pokeapi.co/api/v2/pokemon/regigigas,486,2026-07-21 11:17:17.414942+00,0.0.0-dev
giratina-altered,487,giratina,giratina-altered,PokéAPI,https://pokeapi.co/api/v2/pokemon/giratina-altered,487,2026-07-21 11:17:17.414942+00,0.0.0-dev
cresselia,488,cresselia,cresselia,PokéAPI,https://pokeapi.co/api/v2/pokemon/cresselia,488,2026-07-21 11:17:17.414942+00,0.0.0-dev
phione,489,phione,phione,PokéAPI,https://pokeapi.co/api/v2/pokemon/phione,489,2026-07-21 11:17:17.414942+00,0.0.0-dev
manaphy,490,manaphy,manaphy,PokéAPI,https://pokeapi.co/api/v2/pokemon/manaphy,490,2026-07-21 11:17:17.414942+00,0.0.0-dev
darkrai,491,darkrai,darkrai,PokéAPI,https://pokeapi.co/api/v2/pokemon/darkrai,491,2026-07-21 11:17:17.414942+00,0.0.0-dev
shaymin-land,492,shaymin,shaymin-land,PokéAPI,https://pokeapi.co/api/v2/pokemon/shaymin-land,492,2026-07-21 11:17:17.414942+00,0.0.0-dev
arceus,493,arceus,arceus,PokéAPI,https://pokeapi.co/api/v2/pokemon/arceus,493,2026-07-21 11:17:17.414942+00,0.0.0-dev
victini,494,victini,victini,PokéAPI,https://pokeapi.co/api/v2/pokemon/victini,494,2026-07-21 11:17:17.414942+00,0.0.0-dev
snivy,495,snivy,snivy,PokéAPI,https://pokeapi.co/api/v2/pokemon/snivy,495,2026-07-21 11:17:17.414942+00,0.0.0-dev
servine,496,servine,servine,PokéAPI,https://pokeapi.co/api/v2/pokemon/servine,496,2026-07-21 11:17:17.414942+00,0.0.0-dev
serperior,497,serperior,serperior,PokéAPI,https://pokeapi.co/api/v2/pokemon/serperior,497,2026-07-21 11:17:17.414942+00,0.0.0-dev
tepig,498,tepig,tepig,PokéAPI,https://pokeapi.co/api/v2/pokemon/tepig,498,2026-07-21 11:17:17.414942+00,0.0.0-dev
pignite,499,pignite,pignite,PokéAPI,https://pokeapi.co/api/v2/pokemon/pignite,499,2026-07-21 11:17:17.414942+00,0.0.0-dev
emboar,500,emboar,emboar,PokéAPI,https://pokeapi.co/api/v2/pokemon/emboar,500,2026-07-21 11:17:17.414942+00,0.0.0-dev
oshawott,501,oshawott,oshawott,PokéAPI,https://pokeapi.co/api/v2/pokemon/oshawott,501,2026-07-21 11:17:17.414942+00,0.0.0-dev
dewott,502,dewott,dewott,PokéAPI,https://pokeapi.co/api/v2/pokemon/dewott,502,2026-07-21 11:17:17.414942+00,0.0.0-dev
samurott,503,samurott,samurott,PokéAPI,https://pokeapi.co/api/v2/pokemon/samurott,503,2026-07-21 11:17:17.414942+00,0.0.0-dev
patrat,504,patrat,patrat,PokéAPI,https://pokeapi.co/api/v2/pokemon/patrat,504,2026-07-21 11:17:17.414942+00,0.0.0-dev
watchog,505,watchog,watchog,PokéAPI,https://pokeapi.co/api/v2/pokemon/watchog,505,2026-07-21 11:17:17.414942+00,0.0.0-dev
lillipup,506,lillipup,lillipup,PokéAPI,https://pokeapi.co/api/v2/pokemon/lillipup,506,2026-07-21 11:17:17.414942+00,0.0.0-dev
herdier,507,herdier,herdier,PokéAPI,https://pokeapi.co/api/v2/pokemon/herdier,507,2026-07-21 11:17:17.414942+00,0.0.0-dev
stoutland,508,stoutland,stoutland,PokéAPI,https://pokeapi.co/api/v2/pokemon/stoutland,508,2026-07-21 11:17:17.414942+00,0.0.0-dev
purrloin,509,purrloin,purrloin,PokéAPI,https://pokeapi.co/api/v2/pokemon/purrloin,509,2026-07-21 11:17:17.414942+00,0.0.0-dev
liepard,510,liepard,liepard,PokéAPI,https://pokeapi.co/api/v2/pokemon/liepard,510,2026-07-21 11:17:17.414942+00,0.0.0-dev
pansage,511,pansage,pansage,PokéAPI,https://pokeapi.co/api/v2/pokemon/pansage,511,2026-07-21 11:17:17.414942+00,0.0.0-dev
simisage,512,simisage,simisage,PokéAPI,https://pokeapi.co/api/v2/pokemon/simisage,512,2026-07-21 11:17:17.414942+00,0.0.0-dev
pansear,513,pansear,pansear,PokéAPI,https://pokeapi.co/api/v2/pokemon/pansear,513,2026-07-21 11:17:17.414942+00,0.0.0-dev
simisear,514,simisear,simisear,PokéAPI,https://pokeapi.co/api/v2/pokemon/simisear,514,2026-07-21 11:17:17.414942+00,0.0.0-dev
panpour,515,panpour,panpour,PokéAPI,https://pokeapi.co/api/v2/pokemon/panpour,515,2026-07-21 11:17:17.414942+00,0.0.0-dev
simipour,516,simipour,simipour,PokéAPI,https://pokeapi.co/api/v2/pokemon/simipour,516,2026-07-21 11:17:17.414942+00,0.0.0-dev
munna,517,munna,munna,PokéAPI,https://pokeapi.co/api/v2/pokemon/munna,517,2026-07-21 11:17:17.414942+00,0.0.0-dev
musharna,518,musharna,musharna,PokéAPI,https://pokeapi.co/api/v2/pokemon/musharna,518,2026-07-21 11:17:17.414942+00,0.0.0-dev
pidove,519,pidove,pidove,PokéAPI,https://pokeapi.co/api/v2/pokemon/pidove,519,2026-07-21 11:17:17.414942+00,0.0.0-dev
tranquill,520,tranquill,tranquill,PokéAPI,https://pokeapi.co/api/v2/pokemon/tranquill,520,2026-07-21 11:17:17.414942+00,0.0.0-dev
unfezant,521,unfezant,unfezant,PokéAPI,https://pokeapi.co/api/v2/pokemon/unfezant,521,2026-07-21 11:17:17.414942+00,0.0.0-dev
blitzle,522,blitzle,blitzle,PokéAPI,https://pokeapi.co/api/v2/pokemon/blitzle,522,2026-07-21 11:17:17.414942+00,0.0.0-dev
zebstrika,523,zebstrika,zebstrika,PokéAPI,https://pokeapi.co/api/v2/pokemon/zebstrika,523,2026-07-21 11:17:17.414942+00,0.0.0-dev
roggenrola,524,roggenrola,roggenrola,PokéAPI,https://pokeapi.co/api/v2/pokemon/roggenrola,524,2026-07-21 11:17:17.414942+00,0.0.0-dev
boldore,525,boldore,boldore,PokéAPI,https://pokeapi.co/api/v2/pokemon/boldore,525,2026-07-21 11:17:17.414942+00,0.0.0-dev
gigalith,526,gigalith,gigalith,PokéAPI,https://pokeapi.co/api/v2/pokemon/gigalith,526,2026-07-21 11:17:17.414942+00,0.0.0-dev
woobat,527,woobat,woobat,PokéAPI,https://pokeapi.co/api/v2/pokemon/woobat,527,2026-07-21 11:17:17.414942+00,0.0.0-dev
swoobat,528,swoobat,swoobat,PokéAPI,https://pokeapi.co/api/v2/pokemon/swoobat,528,2026-07-21 11:17:17.414942+00,0.0.0-dev
drilbur,529,drilbur,drilbur,PokéAPI,https://pokeapi.co/api/v2/pokemon/drilbur,529,2026-07-21 11:17:17.414942+00,0.0.0-dev
excadrill,530,excadrill,excadrill,PokéAPI,https://pokeapi.co/api/v2/pokemon/excadrill,530,2026-07-21 11:17:17.414942+00,0.0.0-dev
audino,531,audino,audino,PokéAPI,https://pokeapi.co/api/v2/pokemon/audino,531,2026-07-21 11:17:17.414942+00,0.0.0-dev
timburr,532,timburr,timburr,PokéAPI,https://pokeapi.co/api/v2/pokemon/timburr,532,2026-07-21 11:17:17.414942+00,0.0.0-dev
gurdurr,533,gurdurr,gurdurr,PokéAPI,https://pokeapi.co/api/v2/pokemon/gurdurr,533,2026-07-21 11:17:17.414942+00,0.0.0-dev
conkeldurr,534,conkeldurr,conkeldurr,PokéAPI,https://pokeapi.co/api/v2/pokemon/conkeldurr,534,2026-07-21 11:17:17.414942+00,0.0.0-dev
tympole,535,tympole,tympole,PokéAPI,https://pokeapi.co/api/v2/pokemon/tympole,535,2026-07-21 11:17:17.414942+00,0.0.0-dev
palpitoad,536,palpitoad,palpitoad,PokéAPI,https://pokeapi.co/api/v2/pokemon/palpitoad,536,2026-07-21 11:17:17.414942+00,0.0.0-dev
seismitoad,537,seismitoad,seismitoad,PokéAPI,https://pokeapi.co/api/v2/pokemon/seismitoad,537,2026-07-21 11:17:17.414942+00,0.0.0-dev
throh,538,throh,throh,PokéAPI,https://pokeapi.co/api/v2/pokemon/throh,538,2026-07-21 11:17:17.414942+00,0.0.0-dev
sawk,539,sawk,sawk,PokéAPI,https://pokeapi.co/api/v2/pokemon/sawk,539,2026-07-21 11:17:17.414942+00,0.0.0-dev
sewaddle,540,sewaddle,sewaddle,PokéAPI,https://pokeapi.co/api/v2/pokemon/sewaddle,540,2026-07-21 11:17:17.414942+00,0.0.0-dev
swadloon,541,swadloon,swadloon,PokéAPI,https://pokeapi.co/api/v2/pokemon/swadloon,541,2026-07-21 11:17:17.414942+00,0.0.0-dev
leavanny,542,leavanny,leavanny,PokéAPI,https://pokeapi.co/api/v2/pokemon/leavanny,542,2026-07-21 11:17:17.414942+00,0.0.0-dev
venipede,543,venipede,venipede,PokéAPI,https://pokeapi.co/api/v2/pokemon/venipede,543,2026-07-21 11:17:17.414942+00,0.0.0-dev
whirlipede,544,whirlipede,whirlipede,PokéAPI,https://pokeapi.co/api/v2/pokemon/whirlipede,544,2026-07-21 11:17:17.414942+00,0.0.0-dev
