pokemon_stat_delta_key,pokemon_key,pokemon_id,hp_delta,attack_delta,defense_delta,sp_attack_delta,sp_defense_delta,speed_delta,stat_total_delta,canonical_dataset_version,champions_dataset_version,source_name,source_url,extracted_at_utc,dataset_version
banette-mega-delta,banette-mega,354,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
absol-mega-delta,absol-mega,359,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
garchomp-mega-delta,garchomp-mega,445,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
lucario-mega-delta,lucario-mega,448,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
abomasnow-mega-delta,abomasnow-mega,460,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
floette-eternal-delta,floette-eternal,670,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
swampert-mega-delta,swampert-mega,260,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
sceptile-mega-delta,sceptile-mega,254,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
sableye-mega-delta,sableye-mega,302,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
altaria-mega-delta,altaria-mega,334,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
gallade-mega-delta,gallade-mega,475,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
audino-mega-delta,audino-mega,531,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
sharpedo-mega-delta,sharpedo-mega,319,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
slowbro-mega-delta,slowbro-mega,80,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
steelix-mega-delta,steelix-mega,208,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
pidgeot-mega-delta,pidgeot-mega,18,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
glalie-mega-delta,glalie-mega,362,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
metagross-mega-delta,metagross-mega,376,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
camerupt-mega-delta,camerupt-mega,323,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
lopunny-mega-delta,lopunny-mega,428,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
beedrill-mega-delta,beedrill-mega,15,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
raichu-alola-delta,raichu-alola,26,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
ninetales-alola-delta,ninetales-alola,38,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
lycanroc-midnight-delta,lycanroc-midnight,745,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
lycanroc-dusk-delta,lycanroc-dusk,745,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
slowbro-galar-delta,slowbro-galar,80,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
slowking-galar-delta,slowking-galar,199,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
stunfisk-galar-delta,stunfisk-galar,618,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
arcanine-hisui-delta,arcanine-hisui,59,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
typhlosion-hisui-delta,typhlosion-hisui,157,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
samurott-hisui-delta,samurott-hisui,503,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
zoroark-hisui-delta,zoroark-hisui,571,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
goodra-hisui-delta,goodra-hisui,706,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
avalugg-hisui-delta,avalugg-hisui,713,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
decidueye-hisui-delta,decidueye-hisui,724,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
basculegion-female-delta,basculegion-female,902,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
tauros-paldea-combat-breed-delta,tauros-paldea-combat-breed,128,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
tauros-paldea-blaze-breed-delta,tauros-paldea-blaze-breed,128,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
tauros-paldea-aqua-breed-delta,tauros-paldea-aqua-breed,128,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
palafin-hero-delta,palafin-hero,964,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
maushold-family-of-three-delta,maushold-family-of-three,925,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
clefable-mega-delta,clefable-mega,36,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
victreebel-mega-delta,victreebel-mega,71,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
starmie-mega-delta,starmie-mega,121,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
dragonite-mega-delta,dragonite-mega,149,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
meganium-mega-delta,meganium-mega,154,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
feraligatr-mega-delta,feraligatr-mega,160,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
skarmory-mega-delta,skarmory-mega,227,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
froslass-mega-delta,froslass-mega,478,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
emboar-mega-delta,emboar-mega,500,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
excadrill-mega-delta,excadrill-mega,530,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
scolipede-mega-delta,scolipede-mega,545,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
scrafty-mega-delta,scrafty-mega,560,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
eelektross-mega-delta,eelektross-mega,604,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
chandelure-mega-delta,chandelure-mega,609,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
chesnaught-mega-delta,chesnaught-mega,652,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
delphox-mega-delta,delphox-mega,655,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
greninja-mega-delta,greninja-mega,658,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
pyroar-mega-delta,pyroar-mega,668,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
floette-mega-delta,floette-mega,670,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
malamar-mega-delta,malamar-mega,687,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
barbaracle-mega-delta,barbaracle-mega,689,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
dragalge-mega-delta,dragalge-mega,691,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
hawlucha-mega-delta,hawlucha-mega,701,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
drampa-mega-delta,drampa-mega,780,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
falinks-mega-delta,falinks-mega,870,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
raichu-mega-x-delta,raichu-mega-x,26,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
raichu-mega-y-delta,raichu-mega-y,26,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
chimecho-mega-delta,chimecho-mega,358,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
staraptor-mega-delta,staraptor-mega,398,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
golurk-mega-delta,golurk-mega,623,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
crabominable-mega-delta,crabominable-mega,740,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
scovillain-mega-delta,scovillain-mega,952,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
glimmora-mega-delta,glimmora-mega,970,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
