pokemon_id,pokemon_name,form_name,hp,attack,defense,sp_attack,sp_defense,speed,stat_total,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
680,doublade,doublade,59,110,150,45,49,35,448,PokéAPI,https://pokeapi.co/api/v2/pokemon/doublade,680,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
681,aegislash,aegislash-shield,60,50,140,50,140,60,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/aegislash-shield,681,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
682,spritzee,spritzee,78,52,60,63,65,23,341,PokéAPI,https://pokeapi.co/api/v2/pokemon/spritzee,682,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
683,aromatisse,aromatisse,101,72,72,99,89,29,462,PokéAPI,https://pokeapi.co/api/v2/pokemon/aromatisse,683,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
684,swirlix,swirlix,62,48,66,59,57,49,341,PokéAPI,https://pokeapi.co/api/v2/pokemon/swirlix,684,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
685,slurpuff,slurpuff,82,80,86,85,75,72,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/slurpuff,685,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
686,inkay,inkay,53,54,53,37,46,45,288,PokéAPI,https://pokeapi.co/api/v2/pokemon/inkay,686,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
687,malamar,malamar,86,92,88,68,75,73,482,PokéAPI,https://pokeapi.co/api/v2/pokemon/malamar,687,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
688,binacle,binacle,42,52,67,39,56,50,306,PokéAPI,https://pokeapi.co/api/v2/pokemon/binacle,688,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
689,barbaracle,barbaracle,72,105,115,54,86,68,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/barbaracle,689,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
690,skrelp,skrelp,50,60,60,60,60,30,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/skrelp,690,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
691,dragalge,dragalge,65,75,90,97,123,44,494,PokéAPI,https://pokeapi.co/api/v2/pokemon/dragalge,691,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
692,clauncher,clauncher,50,53,62,58,63,44,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/clauncher,692,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
693,clawitzer,clawitzer,71,73,88,120,89,59,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/clawitzer,693,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
694,helioptile,helioptile,44,38,33,61,43,70,289,PokéAPI,https://pokeapi.co/api/v2/pokemon/helioptile,694,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
695,heliolisk,heliolisk,62,55,52,109,94,109,481,PokéAPI,https://pokeapi.co/api/v2/pokemon/heliolisk,695,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
696,tyrunt,tyrunt,58,89,77,45,45,48,362,PokéAPI,https://pokeapi.co/api/v2/pokemon/tyrunt,696,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
697,tyrantrum,tyrantrum,82,121,119,69,59,71,521,PokéAPI,https://pokeapi.co/api/v2/pokemon/tyrantrum,697,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
698,amaura,amaura,77,59,50,67,63,46,362,PokéAPI,https://pokeapi.co/api/v2/pokemon/amaura,698,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
699,aurorus,aurorus,123,77,72,99,92,58,521,PokéAPI,https://pokeapi.co/api/v2/pokemon/aurorus,699,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
700,sylveon,sylveon,95,65,65,110,130,60,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/sylveon,700,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
701,hawlucha,hawlucha,78,92,75,74,63,118,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/hawlucha,701,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
702,dedenne,dedenne,67,58,57,81,67,101,431,PokéAPI,https://pokeapi.co/api/v2/pokemon/dedenne,702,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
703,carbink,carbink,50,50,150,50,150,50,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/carbink,703,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
704,goomy,goomy,45,50,35,55,75,40,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/goomy,704,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
705,sliggoo,sliggoo,68,75,53,83,113,60,452,PokéAPI,https://pokeapi.co/api/v2/pokemon/sliggoo,705,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
706,goodra,goodra,90,100,70,110,150,80,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/goodra,706,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
707,klefki,klefki,57,80,91,80,87,75,470,PokéAPI,https://pokeapi.co/api/v2/pokemon/klefki,707,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
708,phantump,phantump,43,70,48,50,60,38,309,PokéAPI,https://pokeapi.co/api/v2/pokemon/phantump,708,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
709,trevenant,trevenant,85,110,76,65,82,56,474,PokéAPI,https://pokeapi.co/api/v2/pokemon/trevenant,709,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
710,pumpkaboo,pumpkaboo-average,49,66,70,44,55,51,335,PokéAPI,https://pokeapi.co/api/v2/pokemon/pumpkaboo-average,710,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
711,gourgeist,gourgeist-average,65,90,122,58,75,84,494,PokéAPI,https://pokeapi.co/api/v2/pokemon/gourgeist-average,711,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
712,bergmite,bergmite,55,69,85,32,35,28,304,PokéAPI,https://pokeapi.co/api/v2/pokemon/bergmite,712,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
713,avalugg,avalugg,95,117,184,44,46,28,514,PokéAPI,https://pokeapi.co/api/v2/pokemon/avalugg,713,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
714,noibat,noibat,40,30,35,45,40,55,245,PokéAPI,https://pokeapi.co/api/v2/pokemon/noibat,714,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
715,noivern,noivern,85,70,80,97,80,123,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/noivern,715,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
716,xerneas,xerneas,126,131,95,131,98,99,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/xerneas,716,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
717,yveltal,yveltal,126,131,95,131,98,99,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/yveltal,717,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
718,zygarde,zygarde-50,108,100,121,81,95,95,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/zygarde-50,718,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
719,diancie,diancie,50,100,150,100,150,50,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/diancie,719,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
720,hoopa,hoopa,80,110,60,150,130,70,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/hoopa,720,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
721,volcanion,volcanion,80,110,120,130,90,70,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/volcanion,721,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
722,rowlet,rowlet,68,55,55,50,50,42,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/rowlet,722,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
723,dartrix,dartrix,78,75,75,70,70,52,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/dartrix,723,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
724,decidueye,decidueye,78,107,75,100,100,70,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/decidueye,724,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
725,litten,litten,45,65,40,60,40,70,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/litten,725,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
726,torracat,torracat,65,85,50,80,50,90,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/torracat,726,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
727,incineroar,incineroar,95,115,90,80,90,60,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/incineroar,727,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
728,popplio,popplio,50,54,54,66,56,40,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/popplio,728,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
729,brionne,brionne,60,69,69,91,81,50,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/brionne,729,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
730,primarina,primarina,80,74,74,126,116,60,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/primarina,730,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
731,pikipek,pikipek,35,75,30,30,30,65,265,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikipek,731,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
732,trumbeak,trumbeak,55,85,50,40,50,75,355,PokéAPI,https://pokeapi.co/api/v2/pokemon/trumbeak,732,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
733,toucannon,toucannon,80,120,75,75,75,60,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/toucannon,733,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
734,yungoos,yungoos,48,70,30,30,30,45,253,PokéAPI,https://pokeapi.co/api/v2/pokemon/yungoos,734,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
735,gumshoos,gumshoos,88,110,60,55,60,45,418,PokéAPI,https://pokeapi.co/api/v2/pokemon/gumshoos,735,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
736,grubbin,grubbin,47,62,45,55,45,46,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/grubbin,736,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
737,charjabug,charjabug,57,82,95,55,75,36,400,PokéAPI,https://pokeapi.co/api/v2/pokemon/charjabug,737,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
738,vikavolt,vikavolt,77,70,90,145,75,43,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/vikavolt,738,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
739,crabrawler,crabrawler,47,82,57,42,47,63,338,PokéAPI,https://pokeapi.co/api/v2/pokemon/crabrawler,739,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
740,crabominable,crabominable,97,132,77,62,67,43,478,PokéAPI,https://pokeapi.co/api/v2/pokemon/crabominable,740,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
741,oricorio,oricorio-baile,75,70,70,98,70,93,476,PokéAPI,https://pokeapi.co/api/v2/pokemon/oricorio-baile,741,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
742,cutiefly,cutiefly,40,45,40,55,40,84,304,PokéAPI,https://pokeapi.co/api/v2/pokemon/cutiefly,742,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
743,ribombee,ribombee,60,55,60,95,70,124,464,PokéAPI,https://pokeapi.co/api/v2/pokemon/ribombee,743,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
744,rockruff,rockruff,45,65,40,30,40,60,280,PokéAPI,https://pokeapi.co/api/v2/pokemon/rockruff,744,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
745,lycanroc,lycanroc-midday,75,115,65,55,65,112,487,PokéAPI,https://pokeapi.co/api/v2/pokemon/lycanroc-midday,745,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
746,wishiwashi,wishiwashi-solo,45,20,20,25,25,40,175,PokéAPI,https://pokeapi.co/api/v2/pokemon/wishiwashi-solo,746,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
747,mareanie,mareanie,50,53,62,43,52,45,305,PokéAPI,https://pokeapi.co/api/v2/pokemon/mareanie,747,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
748,toxapex,toxapex,50,63,152,53,142,35,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/toxapex,748,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
749,mudbray,mudbray,70,100,70,45,55,45,385,PokéAPI,https://pokeapi.co/api/v2/pokemon/mudbray,749,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
750,mudsdale,mudsdale,100,125,100,55,85,35,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/mudsdale,750,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
751,dewpider,dewpider,38,40,52,40,72,27,269,PokéAPI,https://pokeapi.co/api/v2/pokemon/dewpider,751,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
752,araquanid,araquanid,68,70,92,50,132,42,454,PokéAPI,https://pokeapi.co/api/v2/pokemon/araquanid,752,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
753,fomantis,fomantis,40,55,35,50,35,35,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/fomantis,753,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
754,lurantis,lurantis,70,105,90,80,90,45,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/lurantis,754,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
755,morelull,morelull,40,35,55,65,75,15,285,PokéAPI,https://pokeapi.co/api/v2/pokemon/morelull,755,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
756,shiinotic,shiinotic,60,45,80,90,100,30,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/shiinotic,756,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
757,salandit,salandit,48,44,40,71,40,77,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/salandit,757,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
758,salazzle,salazzle,68,64,60,111,60,117,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/salazzle,758,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
759,stufful,stufful,70,75,50,45,50,50,340,PokéAPI,https://pokeapi.co/api/v2/pokemon/stufful,759,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
760,bewear,bewear,120,125,80,55,60,60,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/bewear,760,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
761,bounsweet,bounsweet,42,30,38,30,38,32,210,PokéAPI,https://pokeapi.co/api/v2/pokemon/bounsweet,761,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
762,steenee,steenee,52,40,48,40,48,62,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/steenee,762,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
763,tsareena,tsareena,72,120,98,50,98,72,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/tsareena,763,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
764,comfey,comfey,51,52,90,82,110,100,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/comfey,764,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
765,oranguru,oranguru,90,60,80,90,110,60,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/oranguru,765,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
766,passimian,passimian,100,120,90,40,60,80,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/passimian,766,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
767,wimpod,wimpod,25,35,40,20,30,80,230,PokéAPI,https://pokeapi.co/api/v2/pokemon/wimpod,767,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
768,golisopod,golisopod,75,125,140,60,90,40,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/golisopod,768,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
769,sandygast,sandygast,55,55,80,70,45,15,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/sandygast,769,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
770,palossand,palossand,85,75,110,100,75,35,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/palossand,770,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
771,pyukumuku,pyukumuku,55,60,130,30,130,5,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/pyukumuku,771,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
772,type-null,type-null,95,95,95,95,95,59,534,PokéAPI,https://pokeapi.co/api/v2/pokemon/type-null,772,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
773,silvally,silvally,95,95,95,95,95,95,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/silvally,773,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-red-meteor,60,60,100,60,100,60,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-red-meteor,774,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
775,komala,komala,65,115,65,75,95,65,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/komala,775,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
776,turtonator,turtonator,60,78,135,91,85,36,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/turtonator,776,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
777,togedemaru,togedemaru,65,98,63,40,73,96,435,PokéAPI,https://pokeapi.co/api/v2/pokemon/togedemaru,777,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
778,mimikyu,mimikyu-disguised,55,90,80,50,105,96,476,PokéAPI,https://pokeapi.co/api/v2/pokemon/mimikyu-disguised,778,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
779,bruxish,bruxish,68,105,70,70,70,92,475,PokéAPI,https://pokeapi.co/api/v2/pokemon/bruxish,779,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
780,drampa,drampa,78,60,85,135,91,36,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/drampa,780,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
781,dhelmise,dhelmise,70,131,100,86,90,40,517,PokéAPI,https://pokeapi.co/api/v2/pokemon/dhelmise,781,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
782,jangmo-o,jangmo-o,45,55,65,45,45,45,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/jangmo-o,782,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
783,hakamo-o,hakamo-o,55,75,90,65,70,65,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/hakamo-o,783,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
784,kommo-o,kommo-o,75,110,125,100,105,85,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/kommo-o,784,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
785,tapu-koko,tapu-koko,70,115,85,95,75,130,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-koko,785,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
786,tapu-lele,tapu-lele,70,85,75,130,115,95,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-lele,786,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
787,tapu-bulu,tapu-bulu,70,130,115,85,95,75,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-bulu,787,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
788,tapu-fini,tapu-fini,70,75,115,95,130,85,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/tapu-fini,788,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
789,cosmog,cosmog,43,29,31,29,31,37,200,PokéAPI,https://pokeapi.co/api/v2/pokemon/cosmog,789,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
790,cosmoem,cosmoem,43,29,131,29,131,37,400,PokéAPI,https://pokeapi.co/api/v2/pokemon/cosmoem,790,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
791,solgaleo,solgaleo,137,137,107,113,89,97,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/solgaleo,791,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
792,lunala,lunala,137,113,89,137,107,97,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/lunala,792,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
793,nihilego,nihilego,109,53,47,127,131,103,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/nihilego,793,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
794,buzzwole,buzzwole,107,139,139,53,53,79,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/buzzwole,794,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
795,pheromosa,pheromosa,71,137,37,137,37,151,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/pheromosa,795,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
796,xurkitree,xurkitree,83,89,71,173,71,83,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/xurkitree,796,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
797,celesteela,celesteela,97,101,103,107,101,61,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/celesteela,797,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
798,kartana,kartana,59,181,131,59,31,109,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/kartana,798,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
799,guzzlord,guzzlord,223,101,53,97,53,43,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/guzzlord,799,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
800,necrozma,necrozma,97,107,101,127,89,79,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/necrozma,800,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
801,magearna,magearna,80,95,115,130,115,65,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/magearna,801,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
802,marshadow,marshadow,90,125,80,90,90,125,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/marshadow,802,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
803,poipole,poipole,67,73,67,73,67,73,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/poipole,803,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
804,naganadel,naganadel,73,73,73,127,73,121,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/naganadel,804,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
805,stakataka,stakataka,61,131,211,53,101,13,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/stakataka,805,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
806,blacephalon,blacephalon,53,127,53,151,79,107,570,PokéAPI,https://pokeapi.co/api/v2/pokemon/blacephalon,806,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
807,zeraora,zeraora,88,112,75,102,80,143,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/zeraora,807,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
808,meltan,meltan,46,65,65,55,35,34,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/meltan,808,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
809,melmetal,melmetal,135,143,143,80,65,34,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/melmetal,809,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
810,grookey,grookey,50,65,50,40,40,65,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/grookey,810,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
811,thwackey,thwackey,70,85,70,55,60,80,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/thwackey,811,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
812,rillaboom,rillaboom,100,125,90,60,70,85,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/rillaboom,812,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
813,scorbunny,scorbunny,50,71,40,40,40,69,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/scorbunny,813,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
814,raboot,raboot,65,86,60,55,60,94,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/raboot,814,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
815,cinderace,cinderace,80,116,75,65,75,119,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/cinderace,815,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
816,sobble,sobble,50,40,40,70,40,70,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/sobble,816,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
817,drizzile,drizzile,65,60,55,95,55,90,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/drizzile,817,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
818,inteleon,inteleon,70,85,65,125,65,120,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/inteleon,818,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
819,skwovet,skwovet,70,55,55,35,35,25,275,PokéAPI,https://pokeapi.co/api/v2/pokemon/skwovet,819,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
820,greedent,greedent,120,95,95,55,75,20,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/greedent,820,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
821,rookidee,rookidee,38,47,35,33,35,57,245,PokéAPI,https://pokeapi.co/api/v2/pokemon/rookidee,821,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
822,corvisquire,corvisquire,68,67,55,43,55,77,365,PokéAPI,https://pokeapi.co/api/v2/pokemon/corvisquire,822,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
823,corviknight,corviknight,98,87,105,53,85,67,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/corviknight,823,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
824,blipbug,blipbug,25,20,20,25,45,45,180,PokéAPI,https://pokeapi.co/api/v2/pokemon/blipbug,824,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
825,dottler,dottler,50,35,80,50,90,30,335,PokéAPI,https://pokeapi.co/api/v2/pokemon/dottler,825,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
826,orbeetle,orbeetle,60,45,110,80,120,90,505,PokéAPI,https://pokeapi.co/api/v2/pokemon/orbeetle,826,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
827,nickit,nickit,40,28,28,47,52,50,245,PokéAPI,https://pokeapi.co/api/v2/pokemon/nickit,827,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
828,thievul,thievul,70,58,58,87,92,90,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/thievul,828,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
829,gossifleur,gossifleur,40,40,60,40,60,10,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/gossifleur,829,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
830,eldegoss,eldegoss,60,50,90,80,120,60,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/eldegoss,830,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
831,wooloo,wooloo,42,40,55,40,45,48,270,PokéAPI,https://pokeapi.co/api/v2/pokemon/wooloo,831,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
832,dubwool,dubwool,72,80,100,60,90,88,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/dubwool,832,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
833,chewtle,chewtle,50,64,50,38,38,44,284,PokéAPI,https://pokeapi.co/api/v2/pokemon/chewtle,833,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
834,drednaw,drednaw,90,115,90,48,68,74,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/drednaw,834,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
