pokemon_id,pokemon_name,form_name,is_legal,hp,attack,defense,sp_attack,sp_defense,speed,stat_total,regulation_code,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
745,Lycanroc,Lycanroc,True,75,115,65,55,65,112,487,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/lycanroc,lycanroc,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Lycanroc (Midnight Form),Lycanroc (Midnight Form),True,85,115,75,55,75,82,487,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/lycanroc-midnight,lycanroc-midnight,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Lycanroc (Dusk Form),Lycanroc (Dusk Form),True,75,117,65,55,65,110,487,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/lycanroc-dusk,lycanroc-dusk,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
748,Toxapex,Toxapex,True,50,63,152,53,142,35,495,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/toxapex,toxapex,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
750,Mudsdale,Mudsdale,True,100,125,100,55,85,35,500,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mudsdale,mudsdale,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
752,Araquanid,Araquanid,True,68,70,92,50,132,42,454,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/araquanid,araquanid,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
758,Salazzle,Salazzle,True,68,64,60,111,60,117,480,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/salazzle,salazzle,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
763,Tsareena,Tsareena,True,72,120,98,50,98,72,510,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/tsareena,tsareena,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
765,Oranguru,Oranguru,True,90,60,80,90,110,60,490,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/oranguru,oranguru,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
766,Passimian,Passimian,True,100,120,90,40,60,80,490,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/passimian,passimian,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
778,Mimikyu,Mimikyu,True,55,90,80,50,105,96,476,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mimikyu,mimikyu,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
780,Drampa,Drampa,True,78,60,85,135,91,36,485,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/drampa,drampa,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Drampa,Mega Drampa,True,78,85,110,160,116,36,585,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-drampa,mega-drampa,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
784,Kommo-o,Kommo-o,True,75,110,125,100,105,85,600,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/kommo-o,kommo-o,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
823,Corviknight,Corviknight,True,98,87,105,53,85,67,495,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/corviknight,corviknight,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
841,Flapple,Flapple,True,70,110,80,95,60,70,485,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/flapple,flapple,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
842,Appletun,Appletun,True,110,85,80,100,80,30,485,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/appletun,appletun,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
844,Sandaconda,Sandaconda,True,72,107,125,65,70,71,510,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/sandaconda,sandaconda,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
855,Polteageist,Polteageist,True,60,65,65,134,114,70,508,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/polteageist,polteageist,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
858,Hatterene,Hatterene,True,57,90,95,136,103,29,510,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/hatterene,hatterene,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
861,Grimmsnarl,Grimmsnarl,True,95,120,65,95,75,60,510,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/grimmsnarl,grimmsnarl,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
866,Mr. Rime,Mr. Rime,True,80,85,75,110,100,70,520,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mr.-rime,mr.-rime,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
867,Runerigus,Runerigus,True,58,95,145,50,105,30,483,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/runerigus,runerigus,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
869,Alcremie,Alcremie,True,65,60,75,110,121,64,495,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/alcremie,alcremie,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
870,Falinks,Falinks,True,65,100,100,70,60,75,470,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/falinks,falinks,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Falinks,Mega Falinks,True,65,135,135,70,65,100,570,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-falinks,mega-falinks,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
877,Morpeko,Morpeko,True,58,95,58,70,58,97,436,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/morpeko,morpeko,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
887,Dragapult,Dragapult,True,88,120,75,100,75,142,600,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/dragapult,dragapult,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
899,Wyrdeer,Wyrdeer,True,103,105,72,105,75,65,525,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/wyrdeer,wyrdeer,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
900,Kleavor,Kleavor,True,70,135,95,45,70,85,500,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/kleavor,kleavor,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
902,Basculegion (Male),Basculegion (Male),True,120,112,65,80,75,78,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/basculegion-male,basculegion-male,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Basculegion (Female),Basculegion (Female),True,120,92,65,100,75,78,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/basculegion-female,basculegion-female,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
903,Sneasler,Sneasler,True,80,130,60,40,80,120,510,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/sneasler,sneasler,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
904,Overqwil,Overqwil,True,85,115,95,65,65,85,510,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/overqwil,overqwil,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
908,Meowscarada,Meowscarada,True,76,110,70,81,70,123,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/meowscarada,meowscarada,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
911,Skeledirge,Skeledirge,True,104,75,100,110,75,66,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/skeledirge,skeledirge,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
914,Quaquaval,Quaquaval,True,85,120,80,85,75,85,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/quaquaval,quaquaval,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
925,Maushold (Family of Four),Maushold (Family of Four),True,74,75,70,65,75,111,470,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/maushold-family-of-four,maushold-family-of-four,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Maushold (Family of Three),Maushold (Family of Three),True,74,75,70,65,75,111,470,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/maushold-family-of-three,maushold-family-of-three,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
934,Garganacl,Garganacl,True,100,100,130,45,90,35,500,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/garganacl,garganacl,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
936,Armarouge,Armarouge,True,85,60,100,125,80,75,525,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/armarouge,armarouge,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
937,Ceruledge,Ceruledge,True,75,125,80,60,100,85,525,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/ceruledge,ceruledge,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
939,Bellibolt,Bellibolt,True,109,64,91,103,83,45,495,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/bellibolt,bellibolt,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
952,Scovillain,Scovillain,True,65,108,65,108,65,75,486,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/scovillain,scovillain,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Scovillain,Mega Scovillain,True,65,138,85,138,85,75,586,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-scovillain,mega-scovillain,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
956,Espathra,Espathra,True,95,60,60,101,60,105,481,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/espathra,espathra,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
959,Tinkaton,Tinkaton,True,85,75,77,70,105,94,506,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/tinkaton,tinkaton,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
964,Palafin,Palafin,True,100,70,72,53,62,100,457,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/palafin,palafin,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Palafin (Hero Form),Palafin (Hero Form),True,100,160,97,106,87,100,650,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/palafin-hero,palafin-hero,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
968,Orthworm,Orthworm,True,70,85,145,60,55,65,480,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/orthworm,orthworm,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
970,Glimmora,Glimmora,True,83,55,90,130,81,86,525,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/glimmora,glimmora,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Glimmora,Mega Glimmora,True,83,90,105,150,96,101,625,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-glimmora,mega-glimmora,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
972,Houndstone,Houndstone,True,72,101,100,50,97,68,488,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/houndstone,houndstone,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
979,Annihilape,Annihilape,True,110,115,80,50,90,90,535,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/annihilape,annihilape,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
981,Farigiraf,Farigiraf,True,120,90,70,110,70,60,520,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/farigiraf,farigiraf,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
983,Kingambit,Kingambit,True,100,135,120,60,85,50,550,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/kingambit,kingambit,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
1000,Gholdengo,Gholdengo,True,87,60,95,133,91,84,550,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gholdengo,gholdengo,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
1013,Sinistcha,Sinistcha,True,71,60,106,121,80,70,508,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/sinistcha,sinistcha,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
1018,Archaludon,Archaludon,True,90,105,130,125,65,85,600,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/archaludon,archaludon,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
1019,Hydrapple,Hydrapple,True,106,80,110,120,80,44,540,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/hydrapple,hydrapple,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
