pokemon_stat_champions_key,pokemon_key,pokemon_id,hp,attack,defense,sp_attack,sp_defense,speed,stat_total,is_legal,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
talonflame-champions,talonflame,663,78,81,71,74,69,126,499,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/talonflame,talonflame,2026-07-18 17:06:37.536825+00,0.0.0-dev
florges-champions,florges,671,78,65,68,112,154,75,552,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/florges,florges,2026-07-18 17:06:37.536825+00,0.0.0-dev
furfrou-champions,furfrou,676,75,80,60,65,90,102,472,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/furfrou,furfrou,2026-07-18 17:06:37.536825+00,0.0.0-dev
dragalge-champions,dragalge,691,65,75,90,97,123,44,494,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/dragalge,dragalge,2026-07-18 17:06:37.536825+00,0.0.0-dev
tyrantrum-champions,tyrantrum,697,82,121,119,69,59,71,521,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/tyrantrum,tyrantrum,2026-07-18 17:06:37.536825+00,0.0.0-dev
dedenne-champions,dedenne,702,67,58,57,81,67,101,431,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/dedenne,dedenne,2026-07-18 17:06:37.536825+00,0.0.0-dev
toucannon-champions,toucannon,733,80,120,75,75,75,60,485,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/toucannon,toucannon,2026-07-18 17:06:37.536825+00,0.0.0-dev
crabominable-champions,crabominable,740,97,132,77,62,67,43,478,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/crabominable,crabominable,2026-07-18 17:06:37.536825+00,0.0.0-dev
araquanid-champions,araquanid,752,68,70,92,50,132,42,454,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/araquanid,araquanid,2026-07-18 17:06:37.536825+00,0.0.0-dev
polteageist-champions,polteageist,855,60,65,65,134,114,70,508,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/polteageist,polteageist,2026-07-18 17:06:37.536825+00,0.0.0-dev
grimmsnarl-champions,grimmsnarl,861,95,120,65,95,75,60,510,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/grimmsnarl,grimmsnarl,2026-07-18 17:06:37.536825+00,0.0.0-dev
alcremie-champions,alcremie,869,65,60,75,110,121,64,495,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/alcremie,alcremie,2026-07-18 17:06:37.536825+00,0.0.0-dev
morpeko-full-belly-champions,morpeko-full-belly,877,58,95,58,70,58,97,436,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/morpeko,morpeko,2026-07-18 17:06:37.536825+00,0.0.0-dev
dragapult-champions,dragapult,887,88,120,75,100,75,142,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/dragapult,dragapult,2026-07-18 17:06:37.536825+00,0.0.0-dev
maushold-family-of-four-champions,maushold-family-of-four,925,74,75,70,65,75,111,470,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/maushold-family-of-four,maushold-family-of-four,2026-07-18 17:06:37.536825+00,0.0.0-dev
armarouge-champions,armarouge,936,85,60,100,125,80,75,525,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/armarouge,armarouge,2026-07-18 17:06:37.536825+00,0.0.0-dev
tinkaton-champions,tinkaton,959,85,75,77,70,105,94,506,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/tinkaton,tinkaton,2026-07-18 17:06:37.536825+00,0.0.0-dev
annihilape-champions,annihilape,979,110,115,80,50,90,90,535,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/annihilape,annihilape,2026-07-18 17:06:37.536825+00,0.0.0-dev
farigiraf-champions,farigiraf,981,120,90,70,110,70,60,520,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/farigiraf,farigiraf,2026-07-18 17:06:37.536825+00,0.0.0-dev
rotom-wash-champions,rotom-wash,479,50,65,107,105,107,86,520,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rotom-wash,rotom-wash,2026-07-18 17:06:37.536825+00,0.0.0-dev
gourgeist-super-champions,gourgeist-super,711,85,100,122,58,75,54,494,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gourgeist-super,gourgeist-super,2026-07-18 17:06:37.536825+00,0.0.0-dev
venusaur-mega-champions,venusaur-mega,3,80,100,123,122,120,80,625,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-venusaur,mega-venusaur,2026-07-18 17:06:37.536825+00,0.0.0-dev
gengar-mega-champions,gengar-mega,94,60,65,80,170,95,130,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-gengar,mega-gengar,2026-07-18 17:06:37.536825+00,0.0.0-dev
ampharos-mega-champions,ampharos-mega,181,90,95,105,165,110,45,610,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-ampharos,mega-ampharos,2026-07-18 17:06:37.536825+00,0.0.0-dev
aggron-mega-champions,aggron-mega,306,70,140,230,60,80,50,630,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-aggron,mega-aggron,2026-07-18 17:06:37.536825+00,0.0.0-dev
manectric-mega-champions,manectric-mega,310,70,75,80,135,80,135,575,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-manectric,mega-manectric,2026-07-18 17:06:37.536825+00,0.0.0-dev
abomasnow-mega-champions,abomasnow-mega,460,90,132,105,132,105,30,594,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-abomasnow,mega-abomasnow,2026-07-18 17:06:37.536825+00,0.0.0-dev
floette-eternal-champions,floette-eternal,670,74,65,67,125,128,92,551,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/floette-eternal-flower,floette-eternal-flower,2026-07-18 17:06:37.536825+00,0.0.0-dev
sableye-mega-champions,sableye-mega,302,50,85,125,85,115,20,480,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-sableye,mega-sableye,2026-07-18 17:06:37.536825+00,0.0.0-dev
audino-mega-champions,audino-mega,531,103,60,126,80,126,50,545,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-audino,mega-audino,2026-07-18 17:06:37.536825+00,0.0.0-dev
slowbro-mega-champions,slowbro-mega,80,95,75,180,130,80,30,590,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-slowbro,mega-slowbro,2026-07-18 17:06:37.536825+00,0.0.0-dev
glalie-mega-champions,glalie-mega,362,80,120,80,120,80,100,580,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-glalie,mega-glalie,2026-07-18 17:06:37.536825+00,0.0.0-dev
lopunny-mega-champions,lopunny-mega,428,65,136,94,54,96,135,580,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-lopunny,mega-lopunny,2026-07-18 17:06:37.536825+00,0.0.0-dev
lycanroc-midnight-champions,lycanroc-midnight,745,85,115,75,55,75,82,487,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/lycanroc-midnight,lycanroc-midnight,2026-07-18 17:06:37.536825+00,0.0.0-dev
goodra-hisui-champions,goodra-hisui,706,80,100,100,110,150,60,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/goodra-hisui,goodra-hisui,2026-07-18 17:06:37.536825+00,0.0.0-dev
basculegion-female-champions,basculegion-female,902,120,92,65,100,75,78,530,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/basculegion-female,basculegion-female,2026-07-18 17:06:37.536825+00,0.0.0-dev
tauros-paldea-aqua-breed-champions,tauros-paldea-aqua-breed,128,75,110,105,30,70,100,490,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/tauros-paldean-aqua,tauros-paldean-aqua,2026-07-18 17:06:37.536825+00,0.0.0-dev
palafin-hero-champions,palafin-hero,964,100,160,97,106,87,100,650,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/palafin-hero,palafin-hero,2026-07-18 17:06:37.536825+00,0.0.0-dev
maushold-family-of-three-champions,maushold-family-of-three,925,74,75,70,65,75,111,470,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/maushold-family-of-three,maushold-family-of-three,2026-07-18 17:06:37.536825+00,0.0.0-dev
feraligatr-mega-champions,feraligatr-mega,160,85,160,125,89,93,78,630,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-feraligatr,mega-feraligatr,2026-07-18 17:06:37.536825+00,0.0.0-dev
froslass-mega-champions,froslass-mega,478,70,80,70,140,100,120,580,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-froslass,mega-froslass,2026-07-18 17:06:37.536825+00,0.0.0-dev
emboar-mega-champions,emboar-mega,500,110,148,75,110,110,75,628,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-emboar,mega-emboar,2026-07-18 17:06:37.536825+00,0.0.0-dev
excadrill-mega-champions,excadrill-mega,530,110,165,100,65,65,103,608,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-excadrill,mega-excadrill,2026-07-18 17:06:37.536825+00,0.0.0-dev
delphox-mega-champions,delphox-mega,655,75,69,72,159,125,134,634,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-delphox,mega-delphox,2026-07-18 17:06:37.536825+00,0.0.0-dev
barbaracle-mega-champions,barbaracle-mega,689,72,140,130,64,106,88,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-barbaracle,mega-barbaracle,2026-07-18 17:06:37.536825+00,0.0.0-dev
raichu-mega-y-champions,raichu-mega-y,26,60,100,55,160,80,130,585,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-raichu-y,mega-raichu-y,2026-07-18 17:06:37.536825+00,0.0.0-dev
staraptor-mega-champions,staraptor-mega,398,85,140,100,60,90,110,585,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-staraptor,mega-staraptor,2026-07-18 17:06:37.536825+00,0.0.0-dev
golurk-mega-champions,golurk-mega,623,89,159,105,70,105,55,583,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-golurk,mega-golurk,2026-07-18 17:06:37.536825+00,0.0.0-dev
crabominable-mega-champions,crabominable-mega,740,97,157,122,62,107,33,578,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-crabominable,mega-crabominable,2026-07-18 17:06:37.536825+00,0.0.0-dev
glimmora-mega-champions,glimmora-mega,970,83,90,105,150,96,101,625,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-glimmora,mega-glimmora,2026-07-18 17:06:37.536825+00,0.0.0-dev
